rank	name	verdict	download_count	n_direct_deps	n_in_dataset	n_tp	n_notp	n_unk	dep_tp_ratio
314	events	notp	68625473						
315	torch	notp	68285989	24	24	6	18	0	0.25
316	msrest	notp	67992457						
317	pycryptodome	notp	67081324						
318	pandas-stubs	notp	66690038	1	1	1	0	0	1.0
319	jsonpath-ng	notp	65979328	1	1	0	1	0	0.0
320	poetry	tp	65788792	22	22	15	7	0	0.6818181818181818
321	dbt-common	tp	64149930	13	13	7	6	0	0.5384615384615384
322	lz4	notp	64071708						
323	dataclasses-json	tp	64058115	2	2	1	1	0	0.5
324	pycodestyle	notp	63666747						
325	slack-sdk	tp	63514848						
326	requests-file	notp	63456886	1	1	1	0	0	1.0
327	langsmith	tp	62996297	9	9	6	3	0	0.6666666666666666
328	cattrs	tp	62909673	3	3	3	0	0	1.0
329	crashtest	notp	62733335						
330	pendulum	tp	61705820	2	2	1	1	0	0.5
331	croniter	tp	61583355	2	2	1	1	0	0.5
332	notebook	tp	61160681	5	5	3	2	0	0.6
333	jupyter-core	tp	61075564	2	2	2	0	0	1.0
334	arrow	notp	61036907	3	3	1	2	0	0.3333333333333333
335	rfc3339-validator	notp	60847540						
336	argcomplete	tp	60671063						
337	snowflake-sqlalchemy	notp	60653480	2	2	0	2	0	0.0
338	deepdiff	notp	60610399	1	1	0	1	0	0.0
339	datadog	tp	60569095	3	3	1	2	0	0.3333333333333333
340	multiprocess	notp	60503627	1	1	0	1	0	0.0
341	pygithub	notp	60446942	5	5	5	0	0	1.0
342	cleo	tp	60030604						
343	invoke	notp	60022501						
344	ipykernel	tp	59641138	13	13	9	4	0	0.6923076923076923
345	future	notp	59521123						
346	semver	notp	59457431						
347	shapely	notp	59357963	1	1	1	0	0	1.0
348	wsproto	notp	59260777	1	1	0	1	0	0.0
349	azure-common	notp	59259912						
350	tree-sitter	notp	59119815						
351	smart-open	tp	58907106	1	1	0	1	0	0.0
352	tinycss2	tp	58728299	1	1	0	1	0	0.0
353	poetry-plugin-export	tp	58510653	3	3	2	1	0	0.6666666666666666
354	jupyter-client	tp	58435774	5	5	4	1	0	0.8
355	safetensors	notp	57888312						
356	databricks-sql-connector	notp	57669875	12	12	8	4	0	0.6666666666666666
357	portalocker	notp	57544998	1	1	0	1	0	0.0
358	comm	tp	57262212						
359	loguru	tp	57033547	3	3	1	2	0	0.3333333333333333
360	mistune	tp	56791512	1	1	1	0	0	1.0
361	xlsxwriter	notp	56473318						
362	sphinx	tp	56450636	17	17	5	12	0	0.29411764705882354
363	types-awscrt	tp	56400688						
364	text-unidecode	notp	56375031						
365	py	notp	56229904						
366	botocore-stubs	tp	56137682	1	1	1	0	0	1.0
367	narwhals	tp	56027189						
368	pysocks	notp	55403893						
369	simplejson	tp	55372672						
370	bleach	notp	54985021	1	1	0	1	0	0.0
371	structlog	tp	54811372	1	1	1	0	0	1.0
372	backports-tarfile	notp	54534646						
373	scramp	notp	54393403	1	1	0	1	0	0.0
374	lark	notp	54277882						
375	nvidia-nccl-cu12	notp	54217331						
376	jsonschema-path	tp	54148435	3	3	2	1	0	0.6666666666666666
377	types-s3transfer	tp	53853915						
378	python-slugify	notp	53802808						
379	datasets	notp	53778188	14	14	7	7	0	0.5
380	google-cloud-monitoring	tp	53632471	7	7	2	5	0	0.2857142857142857
381	numba	tp	53552711	2	2	2	0	0	1.0
382	boto3-stubs	notp	53099385	3	3	3	0	0	1.0
383	graphql-core	notp	52979482	1	1	1	0	0	1.0
384	anthropic	notp	52864821	8	8	5	3	0	0.625
385	librt	tp	52645584						
386	rich-toolkit	tp	52579149	3	3	2	1	0	0.6666666666666666
387	google-cloud-vision	tp	52490805	7	7	2	5	0	0.2857142857142857
388	typeguard	tp	52204185	2	2	1	1	0	0.5
389	opensearch-protobufs	tp	52045165						
390	google-cloud-speech	tp	52024166	7	7	2	5	0	0.2857142857142857
391	google-cloud-kms	tp	51986040	8	8	3	5	0	0.375
392	faker	notp	51435060	1	1	1	0	0	1.0
393	google-cloud-resource-manager	tp	51433791	8	8	3	5	0	0.375
394	nbformat	tp	51417819	4	4	3	1	0	0.75
395	toolz	tp	51047489						
396	google-cloud-compute	tp	50870160	7	7	2	5	0	0.2857142857142857
397	ray	notp	50616819	8	8	6	2	0	0.75
398	google-cloud-tasks	tp	50513280	8	8	3	5	0	0.375
399	pytokens	notp	50485895						
400	google-cloud-dlp	tp	50309381	7	7	2	5	0	0.2857142857142857
401	google-cloud-bigtable	tp	50170179	8	8	3	5	0	0.375
402	pbs-installer	tp	49875988						
403	pyflakes	notp	49812828						
404	google-cloud-logging	notp	49743421	11	11	4	7	0	0.36363636363636365
405	brotli	notp	49432755						
406	nbconvert	tp	49293646	15	15	9	6	0	0.6
407	zope-interface	tp	49194858						
408	google-cloud-videointelligence	tp	49001129	7	7	2	5	0	0.2857142857142857
409	google-cloud-language	tp	48885162	7	7	2	5	0	0.2857142857142857
410	argon2-cffi	tp	48775728	1	1	0	1	0	0.0
411	argon2-cffi-bindings	notp	48707685	2	2	0	2	0	0.0
412	xlrd	notp	48510263						
413	redshift-connector	notp	48363867	9	9	3	6	0	0.3333333333333333
414	google-cloud-workflows	tp	48342426	7	7	2	5	0	0.2857142857142857
415	nltk	notp	48179542	4	4	3	1	0	0.75
416	pylint	tp	47857427	11	11	3	8	0	0.2727272727272727
417	types-pyyaml	notp	47696216						
418	deprecation	notp	47477906	1	1	1	0	0	1.0
419	google-cloud-os-login	tp	47383842	7	7	2	5	0	0.2857142857142857
420	elasticsearch	notp	47335264	5	5	2	3	0	0.4
421	google-cloud-dataform	tp	47209691	8	8	3	5	0	0.375
422	types-protobuf	notp	47205587						
423	sqlalchemy-bigquery	notp	46916258	5	5	4	1	0	0.8
424	pyspark	notp	46831373	1	1	0	1	0	0.0
425	selenium	notp	46829641	6	6	4	2	0	0.6666666666666666
426	colorlog	tp	46681402	1	1	0	1	0	0.0
427	inflection	notp	46675822						
428	responses	notp	46520325	3	3	2	1	0	0.6666666666666666
429	pathable	tp	46344216						
430	google-cloud-redis	tp	46164888	7	7	2	5	0	0.2857142857142857
431	llvmlite	tp	46161519						
432	ipython-pygments-lexers	tp	45990596	1	1	0	1	0	0.0
433	langchain-openai	tp	45788904	3	3	1	2	0	0.3333333333333333
434	nbclient	tp	45602337	4	4	4	0	0	1.0
435	tree-sitter-languages	notp	45562582	1	1	0	1	0	0.0
436	pycryptodomex	notp	45535763						
437	confluent-kafka	notp	45316318						
438	asyncpg	tp	45270644	1	1	0	1	0	0.0
439	pyperclip	notp	45070816						
440	plotly	tp	45037355	2	2	2	0	0	1.0
441	json5	notp	45001781						
442	flake8	notp	44621946	3	3	0	3	0	0.0
443	pywin32	notp	44362010						
444	google-cloud-memcache	tp	44125877	7	7	2	5	0	0.2857142857142857
445	flatbuffers	notp	44080689						
446	findpython	notp	44006621	2	2	2	0	0	1.0
447	astroid	tp	43947099	1	1	1	0	0	1.0
448	humanfriendly	notp	43820899						
449	nvidia-cublas-cu12	notp	43765519						
450	async-lru	tp	43722526	1	1	1	0	0	1.0
451	jupyterlab	notp	43678568	15	15	9	6	0	0.6
452	google-ads	notp	43422972	16	16	4	12	0	0.25
453	trio	tp	43224646	7	7	3	4	0	0.42857142857142855
454	triton	notp	43182099						
455	jupyter-server	tp	42908958	19	19	15	4	0	0.7894736842105263
456	types-python-dateutil	notp	42848465						
457	humanize	tp	42717857						
458	beartype	tp	42666836						
459	mypy-boto3-s3	notp	42549692	1	1	1	0	0	1.0
460	mysql-connector-python	notp	42449103						
461	nvidia-cusparse-cu12	notp	42367846	1	1	0	1	0	0.0
462	pandocfilters	notp	42195809						
463	jupyterlab-pygments	notp	41941216						
464	altair	tp	41848796	5	5	5	0	0	1.0
465	nvidia-nvjitlink-cu12	notp	41831132						
466	google-cloud-pubsub	tp	41469510	12	12	3	9	0	0.25
467	overrides	notp	41279455						
468	aenum	notp	41232592						
469	opentelemetry-instrumentation-fastapi	notp	41153353	5	5	0	5	0	0.0
470	google-cloud-appengine-logging	tp	41098264	7	7	2	5	0	0.2857142857142857
471	nvidia-cudnn-cu12	notp	40828097	1	1	0	1	0	0.0
472	nvidia-cuda-nvrtc-cu12	notp	40804269						
473	kombu	notp	40791327	1	1	0	1	0	0.0
474	outcome	notp	40694522						
475	nvidia-cufft-cu12	notp	40619963	1	1	0	1	0	0.0
476	nvidia-cusolver-cu12	notp	40569738	3	3	0	3	0	0.0
477	psycopg2	notp	40448846						
478	nvidia-curand-cu12	notp	40372288						
479	azure-keyvault-secrets	notp	40319871	3	3	1	2	0	0.3333333333333333
480	pg8000	notp	40211652	2	2	0	2	0	0.0
481	jsonref	notp	40149024						
482	nvidia-cuda-cupti-cu12	notp	39882185						
483	opencv-python	notp	39853192	2	2	2	0	0	1.0
484	nvidia-cuda-runtime-cu12	notp	39823478						
485	pyee	tp	39738501	1	1	1	0	0	1.0
486	webcolors	notp	39687955						
487	click-plugins	notp	39570614	1	1	1	0	0	1.0
488	psycopg	notp	39413523	2	2	2	0	0	1.0
489	ecdsa	notp	39408481	1	1	0	1	0	0.0
490	orderly-set	notp	39352351						
491	flask-cors	tp	39325790	2	2	2	0	0	1.0
492	polars	tp	39160152	1	1	1	0	0	1.0
493	celery	notp	39007454	10	10	2	8	0	0.2
494	absl-py	tp	38929388						
495	jupyterlab-server	tp	38815993	8	8	6	2	0	0.75
496	send2trash	tp	38766627						
497	cyclopts	notp	38545423	5	5	3	2	0	0.6
498	opentelemetry-instrumentation-asgi	notp	38538188	5	5	0	5	0	0.0
499	semgrep	notp	38358166	27	27	12	15	0	0.4444444444444444
500	uuid-utils	tp	38028641						
501	fqdn	notp	37997709						
502	aws-sam-translator	notp	37879679	5	5	4	1	0	0.8
503	nvidia-nvtx-cu12	notp	37822242						
504	isoduration	notp	37821316						
505	uri-template	notp	37712029						
506	pymssql	notp	37662666						
507	pyrsistent	notp	37376078						
508	apache-beam	notp	37330702	25	25	9	16	0	0.36
509	pytest-timeout	notp	37182213	1	1	1	0	0	1.0
510	mmh3	tp	37077699						
511	sqlglot	notp	37071150						
512	seaborn	notp	36857784	3	3	3	0	0	1.0
513	prettytable	tp	36834435	1	1	0	1	0	0.0
514	fastmcp	tp	36778325	20	20	13	7	0	0.65
515	diskcache	tp	36734982						
516	db-dtypes	tp	36659670	5	5	4	1	0	0.8
517	rfc3986-validator	notp	36544215						
518	antlr4-python3-runtime	notp	36393091						
519	widgetsnbextension	notp	36269491						
520	langchain-community	tp	36197324	13	13	10	3	0	0.7692307692307693
521	pymupdf	notp	36072889						
522	jupyterlab-widgets	notp	35934875						
523	freezegun	tp	35658112	1	1	0	1	0	0.0
524	ipywidgets	notp	35504690	5	5	3	2	0	0.6
525	xgboost	notp	35461155	2	2	1	1	0	0.5
526	langgraph	tp	35458331	6	6	6	0	0	1.0
527	langchain-text-splitters	tp	35435945	1	1	1	0	0	1.0
528	cfn-lint	notp	35385958	7	7	3	4	0	0.42857142857142855
529	click-didyoumean	notp	35236128	1	1	1	0	0	1.0
530	billiard	notp	35159679						
531	gevent	notp	35049151	4	4	1	3	0	0.25
532	appdirs	notp	34856629						
533	ijson	notp	34814605						
534	terminado	tp	34809335	3	3	1	2	0	0.3333333333333333
535	django	notp	34789340	4	4	1	3	0	0.25
536	azure-storage-file-datalake	notp	34644435	4	4	1	3	0	0.25
537	playwright	notp	34550983	2	2	1	1	0	0.5
538	adal	notp	34529561						
539	jupyter-server-terminals	tp	34525767	2	2	1	1	0	0.5
540	amqp	notp	34468067	1	1	0	1	0	0.0
541	vine	notp	34395879						
542	thrift	tp	33903172						
543	lazy-object-proxy	notp	33875345						
544	oauth2client	notp	33777435	5	5	1	4	0	0.2
545	nvidia-cusparselt-cu12	notp	33697134						
546	mdit-py-plugins	notp	33617590	1	1	0	1	0	0.0
547	azure-mgmt-core	notp	33570595	1	1	0	1	0	0.0
548	jupyter-events	tp	33568709	8	8	4	4	0	0.5
549	trio-websocket	notp	33566366	4	4	2	2	0	0.5
550	google-cloud-audit-log	notp	33510451	2	2	1	1	0	0.5
551	psycopg-binary	notp	33426514						
552	zeep	tp	33408628	8	8	4	4	0	0.5
553	click-repl	notp	33190871						
554	aiosqlite	tp	33138565						
555	fastavro	notp	33024802						
556	notebook-shim	notp	33010646	1	1	1	0	0	1.0
557	onnxruntime	notp	33001133	5	5	3	2	0	0.6
558	pypdf	tp	32748134	1	1	1	0	0	1.0
559	setproctitle	notp	32674491						
560	retry	notp	32438696	2	2	0	2	0	0.0
561	pyodbc	notp	32323796						
562	rich-rst	notp	32313125	2	2	0	2	0	0.0
563	coloredlogs	notp	32209573						
564	ordered-set	notp	32118319						
565	fakeredis	tp	31839240	5	5	1	4	0	0.2
566	delta-spark	notp	31686249						
567	mlflow	notp	31673841	19	19	8	11	0	0.42105263157894735
568	gspread	notp	31574785	2	2	1	1	0	0.5
569	apache-airflow-providers-common-sql	notp	31566110	5	5	0	5	0	0.0
570	google-cloud-run	tp	31555874	8	8	3	5	0	0.375
571	mashumaro	tp	31546611	1	1	1	0	0	1.0
572	google-cloud-texttospeech	tp	31360177	7	7	2	5	0	0.2857142857142857
573	google-cloud-bigquery-datatransfer	tp	31349888	7	7	2	5	0	0.2857142857142857
574	semantic-version	notp	31337118						
575	jupyter-lsp	notp	31019525	2	2	1	1	0	0.5
576	google-cloud-orchestration-airflow	tp	30692010	7	7	2	5	0	0.2857142857142857
577	python-jose	notp	30565279	3	3	0	3	0	0.0
578	google-cloud-dataproc-metastore	tp	30509773	8	8	3	5	0	0.375
579	imageio	tp	30503760	2	2	2	0	0	1.0
580	dateparser	tp	30417899	4	4	1	3	0	0.25
581	tldextract	notp	30403871	4	4	3	1	0	0.75
582	purecloudplatformclientv2	notp	30338211	4	4	2	2	0	0.5
583	azure-storage-queue	notp	30281407	4	4	2	2	0	0.5
584	langgraph-prebuilt	tp	30269747	2	2	2	0	0	1.0
585	ddtrace	notp	30235659	8	8	6	2	0	0.75
586	rich-click	notp	30231468	4	4	2	2	0	0.5
587	types-urllib3	notp	30124730						
588	h5py	tp	30109082	1	1	1	0	0	1.0
589	inspect-ai	tp	30053970	39	39	15	24	0	0.38461538461538464
590	snowflake-snowpark-python	notp	30016498	9	9	3	6	0	0.3333333333333333
591	python-docx	notp	30002492	2	2	1	1	0	0.5
592	nvidia-cufile-cu12	notp	29992624						
593	google-cloud-bigquery-storage	tp	29850891	7	7	2	5	0	0.2857142857142857
594	google-cloud-automl	tp	29798693	7	7	2	5	0	0.2857142857142857
595	mlflow-skinny	notp	29782328	19	19	10	9	0	0.5263157894736842
596	rfc3986	notp	29755365						
597	py-key-value-aio	tp	29754279	2	2	2	0	0	1.0
598	universal-pathlib	tp	29698256	2	2	1	1	0	0.5
599	llama-parse	notp	29689052	1	1	0	1	0	0.0
600	ormsgpack	tp	29670426						
601	omegaconf	tp	29641377	3	3	1	2	0	0.3333333333333333
602	sshtunnel	notp	29522198						
603	dbt-protos	notp	29438697	1	1	0	1	0	0.0
604	moto	tp	29410515	9	9	5	4	0	0.5555555555555556
605	google-cloud-dataflow-client	tp	29341398	7	7	2	5	0	0.2857142857142857
606	oss2	notp	29232972	6	6	1	5	0	0.16666666666666666
607	pandas-gbq	tp	29137766	13	13	7	6	0	0.5384615384615384
608	nh3	notp	29017799						
609	junitparser	notp	29013882						
610	streamlit	tp	28962599	18	18	11	7	0	0.6111111111111112
611	aioboto3	tp	28937083	2	2	2	0	0	1.0
612	types-pytz	notp	28719374						
613	opencv-python-headless	notp	28682995	2	2	2	0	0	1.0
614	gcloud-aio-storage	notp	28617666	4	4	1	3	0	0.25
615	tf-keras-nightly	notp	28500938	1	1	0	1	0	0.0
616	dask	notp	28463034	8	8	4	4	0	0.5
617	rfc3987-syntax	notp	28230335	1	1	0	1	0	0.0
618	sendgrid	notp	28184583						
619	langgraph-sdk	tp	28014076	2	2	1	1	0	0.5
620	retrying	tp	27996724						
621	sentencepiece	notp	27965186						
622	checkov	tp	27805563	44	44	24	20	0	0.5454545454545454
623	graphql-relay	notp	27767147						
624	mergedeep	notp	27710483						
625	langgraph-checkpoint	tp	27693698	2	2	2	0	0	1.0
626	graphviz	notp	27635885						
627	pycountry	tp	27630923						
628	llama-cloud-services	notp	27532105	9	9	6	3	0	0.6666666666666666
629	google-pasta	notp	27496956						
630	linkify-it-py	tp	27496623						
631	libcst	tp	27342435	4	4	2	2	0	0.5
632	ujson	tp	27197096						
633	fastapi-cli	tp	27099962	4	4	3	1	0	0.75
634	graphene	notp	27098596	4	4	1	3	0	0.25
635	snowballstemmer	notp	27020064						
636	statsmodels	notp	26960077	5	5	3	2	0	0.6
637	tomli-w	notp	26940933						
638	uc-micro-py	tp	26833349						
639	bytecode	tp	26800182	1	1	1	0	0	1.0
640	html5lib	notp	26787215	2	2	0	2	0	0.0
641	msgspec	tp	26779438						
642	pdfminer-six	notp	26760310	2	2	2	0	0	1.0
643	torchvision	notp	26716779	3	3	2	1	0	0.6666666666666666
644	polars-runtime-32	tp	26713053						
645	tensorboard	notp	26663876	10	10	5	5	0	0.5
646	mock	notp	26603890						
647	duckdb	tp	26511678						
648	entrypoints	notp	26300911						
649	envier	tp	26249112						
650	tox	tp	26233576	11	11	8	3	0	0.7272727272727273
651	opentelemetry-instrumentation-threading	notp	26224239	3	3	0	3	0	0.0
652	elastic-transport	notp	26021001	3	3	2	1	0	0.6666666666666666
653	zope-event	notp	26005183						
654	pytest-runner	notp	25958565						
655	tableauserverclient	notp	25956273	5	5	5	0	0	1.0
656	agate	tp	25829158	7	7	3	4	0	0.42857142857142855
657	nvidia-nvshmem-cu12	notp	25700707	1	1	0	1	0	0.0
658	pytest-rerunfailures	notp	25663680	2	2	2	0	0	1.0
659	unidecode	notp	25429663						
660	patsy	notp	25429434	1	1	1	0	0	1.0
661	ml-dtypes	tp	25371142	5	5	5	0	0	1.0
662	pbr	notp	25341499	1	1	0	1	0	0.0
663	simple-salesforce	notp	25220316	5	5	4	1	0	0.8
664	pytimeparse	notp	24995044						
665	openapi-spec-validator	tp	24863965	4	4	3	1	0	0.75
666	google-cloud-dataproc	tp	24744903	8	8	3	5	0	0.375
667	great-expectations	tp	24651302	22	22	17	5	0	0.7727272727272727
668	pydantic-extra-types	tp	24639984	2	2	2	0	0	1.0
669	tooth-python	tp	24586177						
670	opentelemetry-instrumentation-urllib3	notp	24434059	5	5	0	5	0	0.0
671	pytest-metadata	notp	24408102	1	1	1	0	0	1.0
672	openapi-pydantic	tp	24373063	1	1	1	0	0	1.0
673	types-certifi	notp	24357509						
674	fastuuid	notp	24339018						
675	types-setuptools	notp	24254420						
676	python-telegram-bot	tp	24208899	2	2	0	2	0	0.0
677	tblib	notp	24137822						
678	pydata-google-auth	notp	24115122						
679	readme-renderer	tp	24075566	3	3	0	3	0	0.0
680	cramjam	tp	24025032						
681	griffe	notp	23993633	2	2	0	2	0	0.0
682	google-cloud-firestore	notp	23987426	7	7	2	5	0	0.2857142857142857
683	parsedatetime	notp	23974215						
684	passlib	notp	23955506						
685	backports-zstd	tp	23915132						
686	opentelemetry-instrumentation-wsgi	notp	23899327	4	4	0	4	0	0.0
687	inflect	notp	23770045	3	3	2	1	0	0.6666666666666666
688	cuda-bindings	tp	23748901	1	1	1	0	0	1.0
689	validators	notp	23654342						
690	pydocket	tp	23534283	14	14	9	5	0	0.6428571428571429
691	lockfile	notp	23473464						
692	pyright	notp	23332072	2	2	1	1	0	0.5
693	schema	notp	23300378	1	1	0	1	0	0.0
694	mypy-boto3-sts	notp	23263320	1	1	1	0	0	1.0
695	ninja	tp	23180306						
696	frozendict	notp	23152240						
697	google-cloud-spanner	tp	23070271	14	14	5	9	0	0.35714285714285715
698	azure-cosmos	notp	23046238	2	2	1	1	0	0.5
699	apache-airflow-providers-fab	notp	23010895	8	8	3	5	0	0.375
700	pathvalidate	tp	22964351						
701	opentelemetry-instrumentation-dbapi	notp	22935288	4	4	0	4	0	0.0
702	yamllint	tp	22914858	2	2	1	1	0	0.5
703	pytest-json-ctrf	tp	22842493	1	1	1	0	0	1.0
704	hvac	tp	22826685	1	1	1	0	0	1.0
705	phonenumbers	notp	22824685						
706	cuda-pathfinder	tp	22741270						
707	imagesize	notp	22734631						
708	opentelemetry-instrumentation-urllib	notp	22732387	4	4	0	4	0	0.0
709	msrestazure	notp	22647659						
710	sphinxcontrib-serializinghtml	notp	22634342						
711	langchain-google-vertexai	tp	22607719	12	12	5	7	0	0.4166666666666667
712	pipenv	notp	22586658	4	4	3	1	0	0.75
713	peewee	notp	22574291						
714	opentelemetry-instrumentation-django	notp	22539628	5	5	0	5	0	0.0
715	alabaster	notp	22405531						
716	apscheduler	tp	22396833	2	2	0	2	0	0.0
717	holidays	tp	22368137	1	1	0	1	0	0.0
718	lupa	notp	22315543						
719	weaviate-client	notp	22220002	7	7	2	5	0	0.2857142857142857
720	twine	tp	22107746	10	10	5	5	0	0.5
721	pypdf2	tp	22079030	2	2	1	1	0	0.5
722	pytzdata	notp	22074606						
723	reportlab	notp	22009799	2	2	2	0	0	1.0
724	azure-datalake-store	notp	21960806	2	2	1	1	0	0.5
725	progressbar2	notp	21957658	1	1	0	1	0	0.0
726	opentelemetry-instrumentation-flask	notp	21954194	6	6	1	5	0	0.16666666666666666
727	databricks-sqlalchemy	notp	21936204	3	3	0	3	0	0.0
728	mysqlclient	notp	21922730						
729	pyiceberg	tp	21889779	12	12	5	7	0	0.4166666666666667
730	dbt-semantic-interfaces	notp	21870158	9	9	5	4	0	0.5555555555555556
731	bracex	tp	21869009						
732	sqlalchemy-utils	notp	21821618	1	1	0	1	0	0.0
733	bs4	notp	21800049	1	1	0	1	0	0.0
734	asyncio	notp	21754060						
735	python-http-client	notp	21729222						
736	pybind11	tp	21713906						
737	opentelemetry-instrumentation-psycopg2	notp	21710593	3	3	0	3	0	0.0
738	scikit-image	tp	21703117	8	8	6	2	0	0.75
739	posthog	tp	21697303	6	6	2	4	0	0.3333333333333333
740	azure-monitor-opentelemetry-exporter	notp	21642898	6	6	0	6	0	0.0
741	python-magic	notp	21528644						
742	leather	tp	21369761						
743	dacite	notp	21367140	1	1	0	1	0	0.0
744	opentelemetry-instrumentation-httpx	notp	21356444	5	5	0	5	0	0.0
745	openapi-schema-validator	tp	21294940	3	3	2	1	0	0.6666666666666666
746	uv-build	tp	21284662						
747	flask-sqlalchemy	tp	21260433	2	2	1	1	0	0.5
748	limits	tp	21221487	3	3	2	1	0	0.6666666666666666
749	aws-requests-auth	notp	21218489	1	1	1	0	0	1.0
750	cssselect	tp	20996772						
751	hypothesis	notp	20982553	2	2	1	1	0	0.5
752	filetype	notp	20956557						
753	mypy-boto3-iam	notp	20910676	1	1	1	0	0	1.0
754	sphinxcontrib-htmlhelp	notp	20793141						
755	sphinxcontrib-qthelp	notp	20763891						
756	pip-tools	tp	20750113	7	7	5	2	0	0.7142857142857143
757	sphinxcontrib-applehelp	notp	20700689						
758	dbt-extractor	tp	20699618						
759	sphinxcontrib-devhelp	notp	20693358						
760	sagemaker	notp	20691712	4	4	0	4	0	0.0
761	azure-batch	notp	20636058	3	3	1	2	0	0.3333333333333333
762	pyroaring	notp	20499756						
763	ua-parser	tp	20474613	1	1	1	0	0	1.0
764	python-utils	notp	20423353	1	1	1	0	0	1.0
765	pypdfium2	tp	20254041						
766	sphinxcontrib-jsmath	notp	20239804						
767	wcmatch	tp	20233873	1	1	1	0	0	1.0
768	stevedore	notp	20198690						
769	gremlinpython	notp	20196560	5	5	1	4	0	0.2
770	pkgutil-resolve-name	notp	20184707						
771	gcloud-aio-auth	notp	20121681	5	5	4	1	0	0.8
772	id	tp	20086218	1	1	1	0	0	1.0
773	cbor2	tp	20085869						
774	astronomer-cosmos	tp	19990794	10	10	6	4	0	0.6
775	stripe	notp	19822558	3	3	3	0	0	1.0
776	cssselect2	tp	19822420	2	2	1	1	0	0.5
777	jira	tp	19818363	6	6	4	2	0	0.6666666666666666
778	oscrypto	notp	19795466						
779	texttable	notp	19711315						
780	tensorflow	notp	19701649	21	21	8	13	0	0.38095238095238093
781	bitarray	notp	19643451						
782	lazy-loader	tp	19617221	2	2	1	1	0	0.5
783	requests-mock	notp	19586686	1	1	1	0	0	1.0
784	azure-mgmt-resource	notp	19538220	3	3	1	2	0	0.3333333333333333
785	grpc-interceptor	tp	19514748	1	1	0	1	0	0.0
786	gcloud-aio-bigquery	notp	19499984	1	1	0	1	0	0.0
787	apache-airflow-providers-cncf-kubernetes	notp	19468463	8	8	4	4	0	0.5
788	wandb	notp	19456471	13	13	6	7	0	0.46153846153846156
789	sagemaker-studio	notp	19328502	23	23	9	14	0	0.391304347826087
790	mypy-boto3-batch	notp	19325959	1	1	1	0	0	1.0
791	flit-core	tp	19296535						
792	aiohttp-retry	notp	19208129	1	1	1	0	0	1.0
