rank	name	verdict	download_count	n_direct_deps	n_in_dataset	n_tp	n_notp	n_unk	dep_tp_ratio
2986	ibm-db	tp	1632088						
2987	bubus	tp	1628183	6	6	4	2	0	0.6666666666666666
2988	dominate	notp	1627776						
2989	graphemeu	notp	1626915						
2990	xarray-einstats	tp	1626458	3	3	2	1	0	0.6666666666666666
2991	livekit-plugins-silero	notp	1625263	3	3	1	2	0	0.3333333333333333
2992	imapclient	notp	1625243						
2993	pytest-factoryboy	tp	1625085	5	5	3	2	0	0.6
2994	mkdocs-techdocs-core	notp	1624893	10	10	5	5	0	0.5
2995	types-click	notp	1623217						
2996	devtools	notp	1621500	3	3	0	3	0	0.0
2997	node-semver	notp	1620820						
2998	elastic-apm	tp	1617694	4	4	3	1	0	0.75
2999	prometheus-api-client	notp	1616928	2	2	2	0	0	1.0
3000	pylibsrtp	notp	1616884	1	1	0	1	0	0.0
3001	openapi-schema-pydantic	notp	1614598						
3002	easyocr	notp	1613994	12	12	5	7	0	0.4166666666666667
3003	semchunk	notp	1611855	2	2	1	1	0	0.5
3004	datadog-lambda	notp	1610869	5	5	2	3	0	0.4
3005	beanie	tp	1610348	5	5	4	1	0	0.8
3006	html-text	notp	1610331	2	2	0	2	0	0.0
3007	pytest-docker-tools	tp	1610018	2	2	1	1	0	0.5
3008	asyncio-throttle	notp	1609623						
3009	requests-auth	notp	1609593	1	1	1	0	0	1.0
3010	flask-openapi3-swagger	notp	1609106	1	1	0	1	0	0.0
3011	mypy-boto3-eks	notp	1607983	1	1	1	0	0	1.0
3012	oyaml	notp	1607275						
3013	polyline	notp	1605995						
3014	xmljson	notp	1599648						
3015	flufl-lock	tp	1599477	2	2	1	1	0	0.5
3016	celery-redbeat	tp	1598065	5	5	1	4	0	0.2
3017	fastapi-health	notp	1596378	1	1	1	0	0	1.0
3018	django-polymorphic	notp	1596197	2	2	1	1	0	0.5
3019	pyquery	notp	1595310	2	2	1	1	0	0.5
3020	plaid-python	notp	1592172						
3021	pyside6	notp	1591876	3	3	0	3	0	0.0
3022	opentelemetry-instrumentation-pymysql	notp	1590522	3	3	0	3	0	0.0
3023	types-bleach	notp	1590209	1	1	0	1	0	0.0
3024	opentelemetry-instrumentation-elasticsearch	notp	1589048	4	4	0	4	0	0.0
3025	ascii-magic	notp	1588818	1	1	1	0	0	1.0
3026	wurlitzer	notp	1587753						
3027	restrictedpython	notp	1586410						
3028	aws-msk-iam-sasl-signer-python	notp	1586323	3	3	1	2	0	0.3333333333333333
3029	mypy-boto3-cognito-identity	notp	1586023	1	1	1	0	0	1.0
3030	adbc-driver-sqlite	notp	1583921	2	2	0	2	0	0.0
3031	robotframework-requests	notp	1582593	2	2	1	1	0	0.5
3032	html5tagger	notp	1582264						
3033	dash-ag-grid	tp	1579784	1	1	0	1	0	0.0
3034	alibabacloud-credentials-api	notp	1579641						
3035	tonyg-rfc3339	notp	1579292						
3036	mimesis	notp	1578752						
3037	mypy-boto3-autoscaling	notp	1578733	1	1	1	0	0	1.0
3038	truefoundry-sdk	notp	1576732						
3039	analytics-python	notp	1576114						
3040	textdistance	notp	1575054						
3041	mypy-boto3-emr-serverless	notp	1574750	1	1	1	0	0	1.0
3042	mysql-connector	notp	1573469						
3043	py-rust-stemmers	notp	1573177						
3044	types-jmespath	notp	1570050						
3045	geocoder	notp	1569938						
3046	opentelemetry-instrumentation-confluent-kafka	notp	1567539	3	3	0	3	0	0.0
3047	mkdocs-git-revision-date-localized-plugin	tp	1567302	4	4	3	1	0	0.75
3048	pylev	notp	1566266						
3049	luigi	notp	1566107	6	6	3	3	0	0.5
3050	tracerite	notp	1564572	1	1	0	1	0	0.0
3051	pyside6-addons	notp	1564367	2	2	0	2	0	0.0
3052	opentelemetry-instrumentation-groq	tp	1561933	4	4	0	4	0	0.0
3053	sqllineage	tp	1561927	5	5	2	3	0	0.4
3054	mypy-boto3-cloudfront	notp	1561921	1	1	1	0	0	1.0
3055	param	tp	1560889						
3056	signxml	tp	1560231	3	3	2	1	0	0.6666666666666666
3057	qwen-vl-utils	notp	1557916	4	4	3	1	0	0.75
3058	keystoneauth1	notp	1556552	6	6	2	4	0	0.3333333333333333
3059	plac	notp	1555849						
3060	webdataset	notp	1554274	3	3	1	2	0	0.3333333333333333
3061	boost-histogram	tp	1554186	1	1	1	0	0	1.0
3062	azure-mgmt-consumption	notp	1554143						
3063	docling-ibm-models	tp	1554111	13	13	7	6	0	0.5384615384615384
3064	setuptools-git	notp	1552351						
3065	azure	notp	1551319						
3066	aioice	notp	1550230	2	2	1	1	0	0.5
3067	robotframework-seleniumlibrary	notp	1549092	4	4	1	3	0	0.25
3068	plotly-express	notp	1545083	6	6	3	3	0	0.5
3069	azureml-core	notp	1544617	34	34	9	25	0	0.2647058823529412
3070	ratelim	notp	1542111	1	1	0	1	0	0.0
3071	oletools	notp	1541955	6	6	1	5	0	0.16666666666666666
3072	pywinauto	notp	1541463	6	6	0	6	0	0.0
3073	hyperpyyaml	notp	1541077	2	2	0	2	0	0.0
3074	pytest-watcher	tp	1540853	2	2	0	2	0	0.0
3075	vtk	notp	1539148	1	1	1	0	0	1.0
3076	inscriptis	notp	1538609	2	2	1	1	0	0.5
3077	mypy-boto3-bedrock-agent-runtime	notp	1537464	1	1	1	0	0	1.0
3078	pathlib-mate	notp	1535007						
3079	python-baseconv	notp	1534943						
3080	opentelemetry-instrumentation-falcon	notp	1533630	6	6	1	5	0	0.16666666666666666
3081	click-help-colors	notp	1533155	1	1	1	0	0	1.0
3082	cross-web	tp	1532498	1	1	1	0	0	1.0
3083	pcodedmp	notp	1530470	2	2	0	2	0	0.0
3084	redlock-py	notp	1530443						
3085	versioningit	notp	1529711	3	3	1	2	0	0.3333333333333333
3086	litellm-proxy-extras	tp	1527857						
3087	pytest-testmon	notp	1526670	2	2	2	0	0	1.0
3088	einx	notp	1523765	3	3	2	1	0	0.6666666666666666
3089	django-picklefield	notp	1522702	1	1	0	1	0	0.0
3090	z3-solver	tp	1522294	1	1	0	1	0	0.0
3091	python-pam	notp	1521932						
3092	browserforge	notp	1521927	3	3	3	0	0	1.0
3093	pybase62	notp	1521228						
3094	openinference-instrumentation-langchain	notp	1520256	6	6	0	6	0	0.0
3095	docxtpl	notp	1517606	3	3	1	2	0	0.3333333333333333
3096	sphinxcontrib-websupport	notp	1517004	3	3	2	1	0	0.6666666666666666
3097	bump2version	notp	1515951						
3098	aiohttp-jinja2	notp	1515577	2	2	2	0	0	1.0
3099	fluent-runtime	notp	1514761						
3100	docker-image-py	notp	1514423						
3101	apache-airflow-providers-microsoft-azure	notp	1514397	30	30	2	28	0	0.06666666666666667
3102	azure-ai-formrecognizer	notp	1514388	4	4	1	3	0	0.25
3103	hologram	notp	1514365						
3104	pip-hello-world	notp	1514316						
3105	types-flask-cors	notp	1513894	1	1	1	0	0	1.0
3106	numpy-quaternion	notp	1513376	2	2	1	1	0	0.5
3107	simple-pid	notp	1510318						
3108	camel-converter	tp	1509359						
3109	vector-quantize-pytorch	notp	1509147	3	3	0	3	0	0.0
3110	import-deps	notp	1508556						
3111	rfc3339	notp	1508287						
3112	mypy-boto3-firehose	notp	1507493	1	1	1	0	0	1.0
3113	pysmi	notp	1507112	3	3	2	1	0	0.6666666666666666
3114	mypy-boto3-resourcegroupstaggingapi	notp	1503321	1	1	1	0	0	1.0
3115	mypy-boto3-application-autoscaling	notp	1501235	1	1	1	0	0	1.0
3116	pygerduty	notp	1500995						
3117	flatdict	tp	1499567						
3118	redisvl	notp	1497351	8	8	4	4	0	0.5
3119	opentelemetry-processor-baggage	notp	1496427	3	3	0	3	0	0.0
3120	bullmq	notp	1495405	3	3	1	2	0	0.3333333333333333
3121	azure-mgmt-notificationhubs	notp	1493220	3	3	0	3	0	0.0
3122	jaraco-text	notp	1493144	4	4	1	3	0	0.25
3123	pyupgrade	notp	1492789	1	1	0	1	0	0.0
3124	semantic-link-sempy	notp	1490925	21	21	8	13	0	0.38095238095238093
3125	dict2xml	notp	1488150						
3126	langchain-huggingface	tp	1486863	3	3	1	2	0	0.3333333333333333
3127	josepy	notp	1485252	1	1	1	0	0	1.0
3128	nacos-sdk-python	notp	1482876	11	11	4	7	0	0.36363636363636365
3129	docusign-esign	notp	1482803	7	7	4	3	0	0.5714285714285714
3130	ddgs	notp	1482695	5	5	1	4	0	0.2
3131	opentelemetry-instrumentation-boto	notp	1482167	3	3	0	3	0	0.0
3132	alembic-postgresql-enum	tp	1481793	2	2	0	2	0	0.0
3133	token-bucket	notp	1480290						
3134	mypy-boto3-elasticache	notp	1479982	1	1	1	0	0	1.0
3135	lunarcalendar	notp	1479397	3	3	1	2	0	0.3333333333333333
3136	sqlite-vec	notp	1479278						
3137	fabric-analytics-notebook-plugin	notp	1476996						
3138	smartsheet-python-sdk	notp	1476350	5	5	2	3	0	0.4
3139	types-stripe	notp	1476098						
3140	pandas-market-calendars	tp	1475444	2	2	2	0	0	1.0
3141	azure-multiapi-storage	notp	1474560	6	6	2	4	0	0.3333333333333333
3142	flake8-comprehensions	tp	1473988	1	1	0	1	0	0.0
3143	loro	tp	1473939						
3144	textual-speedups	notp	1472770						
3145	pulpcore	tp	1472146	39	39	12	27	0	0.3076923076923077
3146	cdp-use	notp	1471763	2	2	1	1	0	0.5
3147	tecton	notp	1471000	32	32	20	12	0	0.625
3148	selenium-wire	notp	1469773						
3149	reductoai	notp	1467373	7	7	4	3	0	0.5714285714285714
3150	fabric-analytics-sdk	notp	1467068						
3151	hist	tp	1466526	5	5	5	0	0	1.0
3152	http-message-signatures	tp	1466007	1	1	1	0	0	1.0
3153	sphinx-tabs	notp	1465589						
3154	patchright	tp	1464665	2	2	1	1	0	0.5
3155	tensordict	tp	1464337	7	7	5	2	0	0.7142857142857143
3156	banal	notp	1462934						
3157	pyfaidx	notp	1462563	2	2	1	1	0	0.5
3158	mypy-boto3-organizations	notp	1461516	1	1	1	0	0	1.0
3159	polling	notp	1461269						
3160	mypy-boto3-sagemaker-runtime	notp	1460456	1	1	1	0	0	1.0
3161	glfw	notp	1460024						
3162	azure-loganalytics	notp	1460023						
3163	mypy-boto3-bedrock-agent	notp	1459974	1	1	1	0	0	1.0
3164	coremltools	notp	1458836	8	8	6	2	0	0.75
3165	openai-whisper	notp	1456349	7	7	3	4	0	0.42857142857142855
3166	python-lsp-jsonrpc	notp	1456167	1	1	1	0	0	1.0
3167	azure-servicefabric	notp	1456070						
3168	ddt	notp	1455473						
3169	voyageai	notp	1455332						
3170	opentelemetry-instrumentation-pyramid	notp	1455070	6	6	0	6	0	0.0
3171	aws-lambda-builders	notp	1454449	2	2	1	1	0	0.5
3172	databricks-dlt	notp	1451863						
3173	ydata-profiling	tp	1451504	21	21	10	11	0	0.47619047619047616
3174	colored	notp	1451368						
3175	hiddenlayer-sdk	notp	1451350	9	9	4	5	0	0.4444444444444444
3176	deepgram-sdk	tp	1450200	8	8	5	3	0	0.625
3177	mypy-boto3-connect	notp	1449765	1	1	1	0	0	1.0
3178	mypy-boto3-iot	notp	1449479	1	1	1	0	0	1.0
3179	mypy-boto3-opensearch	notp	1447881	1	1	1	0	0	1.0
3180	mypy-boto3-config	notp	1447619	1	1	1	0	0	1.0
3181	uwsgi	notp	1447467						
3182	mypy-boto3-efs	notp	1445927	1	1	1	0	0	1.0
3183	databricks-pypi2	notp	1443708						
3184	azure-mgmt-logic	notp	1442591						
3185	types-werkzeug	notp	1440783						
3186	argparse-addons	notp	1440623						
3187	gitmatch	notp	1440032						
3188	mypy-boto3-ce	notp	1439876	1	1	1	0	0	1.0
3189	rtfde	notp	1439674	2	2	0	2	0	0.0
3190	apache-airflow-providers-datadog	notp	1437287	3	3	1	2	0	0.3333333333333333
3191	speechbrain	notp	1435555	10	10	4	6	0	0.4
3192	treelib	tp	1435313	1	1	0	1	0	0.0
3193	svix	tp	1434755	8	8	3	5	0	0.375
3194	pymatgen	tp	1432485	19	19	13	6	0	0.6842105263157895
3195	stone	notp	1431800	4	4	2	2	0	0.5
3196	xattr	tp	1431205	1	1	0	1	0	0.0
3197	pudb	tp	1430699	7	7	4	3	0	0.5714285714285714
3198	deep-translator	notp	1429565	2	2	1	1	0	0.5
3199	mypy-boto3-cloudtrail	notp	1428935	1	1	1	0	0	1.0
3200	mypy-boto3-sso	notp	1428563	1	1	1	0	0	1.0
3201	exchangelib	notp	1428237	12	12	5	7	0	0.4166666666666667
3202	update-checker	notp	1428130						
3203	mypy-boto3-sesv2	notp	1427632	1	1	1	0	0	1.0
3204	types-greenlet	notp	1427024						
3205	mypy-boto3-pricing	notp	1426312	1	1	1	0	0	1.0
3206	shyaml	notp	1425825						
3207	itypes	notp	1425502						
3208	pytest-memray	notp	1425108	2	2	1	1	0	0.5
3209	wonderwords	notp	1423326						
3210	dbt-clickhouse	tp	1421992	4	4	1	3	0	0.25
3211	protoc-gen-openapiv2	notp	1420690						
3212	click-aliases	notp	1420380	1	1	1	0	0	1.0
3213	s3cmd	notp	1419037						
3214	newrelic-telemetry-sdk	tp	1418063	1	1	1	0	0	1.0
3215	opentelemetry-propagator-jaeger	notp	1417687	1	1	0	1	0	0.0
3216	backports-weakref	notp	1415514						
3217	mypy-boto3-ram	notp	1414739	1	1	1	0	0	1.0
3218	xlsx2csv	tp	1412400						
3219	apache-airflow-providers-mongo	notp	1412340	4	4	2	2	0	0.5
3220	mkdocs-section-index	tp	1412267	1	1	1	0	0	1.0
3221	mypy-boto3-acm	notp	1410321	1	1	1	0	0	1.0
3222	elasticsearch-dbapi	notp	1409814	4	4	2	2	0	0.5
3223	mypy-boto3-quicksight	notp	1409351	1	1	1	0	0	1.0
3224	aws-cdk-aws-lambda-python-alpha	notp	1407755	5	5	2	3	0	0.4
3225	python3-xlib	notp	1407115						
3226	kagglesdk	notp	1406674	2	2	1	1	0	0.5
3227	jinja2-cli	tp	1405758	1	1	1	0	0	1.0
3228	textwrap3	notp	1405095						
3229	mypy-boto3-transfer	notp	1404859	1	1	1	0	0	1.0
3230	hdbscan	notp	1404808	4	4	3	1	0	0.75
3231	mypy-boto3-s3control	notp	1404295	1	1	1	0	0	1.0
3232	mypy-boto3-apigatewaymanagementapi	notp	1403372	1	1	1	0	0	1.0
3233	azure-mgmt-relay	notp	1401461						
3234	mypy-boto3-redshift	notp	1400526	1	1	1	0	0	1.0
3235	backports-tempfile	notp	1399508						
3236	jsonnet	tp	1398897						
3237	mypy-boto3-guardduty	notp	1397784	1	1	1	0	0	1.0
3238	types-jwcrypto	notp	1397755	1	1	1	0	0	1.0
3239	mypy-boto3-dms	notp	1397589	1	1	1	0	0	1.0
3240	devicecheck	notp	1394336						
3241	mypy-boto3-identitystore	notp	1390982	1	1	1	0	0	1.0
3242	mypy-boto3-imagebuilder	notp	1390827	1	1	1	0	0	1.0
3243	mockito	notp	1388204						
3244	polling2	notp	1386223						
3245	mailchimp-marketing	notp	1384948	5	5	3	2	0	0.6
3246	contextvars	notp	1384669						
3247	logging-azure-rest	notp	1384306						
3248	mypy-boto3-bedrock-agentcore-control	notp	1383732	1	1	1	0	0	1.0
3249	pyhpke	tp	1383679	1	1	1	0	0	1.0
3250	djangorestframework-api-key	notp	1383274	1	1	1	0	0	1.0
3251	jsonschema-spec	tp	1382962	4	4	3	1	0	0.75
3252	css-inline	notp	1382923						
3253	setuptools-golang	notp	1382780						
3254	nothing	notp	1382552						
3255	mypy-boto3-service-quotas	notp	1382430	1	1	1	0	0	1.0
3256	mypy-boto3-translate	notp	1381748	1	1	1	0	0	1.0
3257	pydantic-to-typescript	tp	1381142	1	1	1	0	0	1.0
3258	mailgun	notp	1381125	3	3	2	1	0	0.6666666666666666
3259	opentelemetry-instrumentation-aio-pika	notp	1380777	3	3	0	3	0	0.0
3260	mypy-boto3-ebs	notp	1380342	1	1	1	0	0	1.0
3261	types-maxminddb	notp	1379689						
3262	browser-use-sdk	notp	1379306	4	4	3	1	0	0.75
3263	nebius	tp	1378774	9	9	4	5	0	0.4444444444444444
3264	polyleven	tp	1378716						
3265	mypy-boto3-codedeploy	notp	1378539	1	1	1	0	0	1.0
3266	model-bakery	tp	1377271	1	1	0	1	0	0.0
3267	mypy-boto3-timestream-write	notp	1376245	1	1	1	0	0	1.0
3268	requests-sigv4	notp	1375623						
3269	dvc-data	tp	1375151	10	10	6	4	0	0.6
3270	django-compressor	notp	1374905	4	4	0	4	0	0.0
3271	drf-nested-routers	notp	1374269	2	2	1	1	0	0.5
3272	mypy-boto3-medialive	notp	1374186	1	1	1	0	0	1.0
3273	m3u8	notp	1374165						
3274	flake8-import-order	tp	1373868	2	2	0	2	0	0.0
3275	dateutils	notp	1372316						
3276	pyannote-pipeline	tp	1372159	6	6	5	1	0	0.8333333333333334
3277	pybtex	notp	1371941	3	3	0	3	0	0.0
3278	coreapi	notp	1371407						
3279	libtpu	notp	1369834						
3280	unsloth	notp	1368940	23	23	6	17	0	0.2608695652173913
3281	tensorflow-datasets	notp	1368808	19	19	7	12	0	0.3684210526315789
3282	mypy-boto3-s3tables	notp	1368655	1	1	1	0	0	1.0
3283	types-pyserial	notp	1367831						
3284	apache-airflow-providers-apache-kafka	notp	1367577	4	4	0	4	0	0.0
3285	mypy-boto3-mediaconvert	notp	1365648	1	1	1	0	0	1.0
3286	throttled-py	tp	1365432						
3287	django-hijack	tp	1363981	1	1	0	1	0	0.0
3288	mypy-boto3-securityhub	notp	1363758	1	1	1	0	0	1.0
3289	mypy-boto3-sso-admin	notp	1363500	1	1	1	0	0	1.0
3290	rembg	notp	1363124	8	8	6	2	0	0.75
3291	mypy-boto3-iot-data	notp	1362505	1	1	1	0	0	1.0
3292	mypy-boto3-backup	notp	1361853	1	1	1	0	0	1.0
3293	fido2	notp	1360413	1	1	1	0	0	1.0
3294	mypy-boto3-sdb	notp	1359607	1	1	1	0	0	1.0
3295	mypy-boto3-datazone	notp	1358564	1	1	1	0	0	1.0
3296	mypy-boto3-appconfig	notp	1358549	1	1	1	0	0	1.0
3297	mypy-boto3-timestream-query	notp	1357131	1	1	1	0	0	1.0
3298	mypy-boto3-elb	notp	1356454	1	1	1	0	0	1.0
3299	mypy-boto3-comprehendmedical	notp	1355815	1	1	1	0	0	1.0
3300	sagemaker-serve	notp	1355742	14	14	3	11	0	0.21428571428571427
3301	mypy-boto3-transcribe	notp	1355150	1	1	1	0	0	1.0
3302	types-reportlab	notp	1354604						
3303	asyncclick	tp	1354014	1	1	0	1	0	0.0
3304	mypy-boto3-comprehend	notp	1353326	1	1	1	0	0	1.0
3305	mypy-boto3-es	notp	1353004	1	1	1	0	0	1.0
3306	mypy-boto3-license-manager	notp	1352353	1	1	1	0	0	1.0
3307	mypy-boto3-bedrock-agentcore	notp	1352059	1	1	1	0	0	1.0
3308	mypy-boto3-importexport	notp	1351851	1	1	1	0	0	1.0
3309	oslo-utils	notp	1351628	9	9	1	8	0	0.1111111111111111
3310	mypy-boto3-appmesh	notp	1351414	1	1	1	0	0	1.0
3311	asteroid-filterbanks	notp	1351343						
3312	flake8-isort	notp	1350929	2	2	0	2	0	0.0
3313	mypy-boto3-route53resolver	notp	1350882	1	1	1	0	0	1.0
3314	paddleocr	notp	1350878	4	4	3	1	0	0.75
3315	mypy-boto3-fms	notp	1350768	1	1	1	0	0	1.0
3316	columnar	notp	1349613						
3317	databricks-labs-remorph	tp	1349434	5	5	4	1	0	0.8
3318	mypy-boto3-appconfigdata	notp	1348883	1	1	1	0	0	1.0
3319	mypy-boto3-support	notp	1348821	1	1	1	0	0	1.0
3320	img2pdf	notp	1348440	2	2	2	0	0	1.0
3321	whatthepatch	tp	1348245						
3322	django-mysql	tp	1348067	1	1	0	1	0	0.0
3323	autocommand	notp	1347820						
3324	mypy-boto3-workspaces	notp	1347108	1	1	1	0	0	1.0
3325	opentelemetry-instrumentation-mysql	notp	1346996	3	3	0	3	0	0.0
3326	tbb	notp	1346584	1	1	0	1	0	0.0
3327	mypy-boto3-dlm	notp	1344514	1	1	1	0	0	1.0
3328	mypy-boto3-qbusiness	notp	1344422	1	1	1	0	0	1.0
3329	django-ninja	notp	1344259	2	2	1	1	0	0.5
3330	latexcodec	notp	1344139						
3331	verspec	notp	1343531						
3332	pypiwin32	notp	1343482						
3333	mypy-boto3-grafana	notp	1343354	1	1	1	0	0	1.0
3334	mypy-boto3-ivs-realtime	notp	1342914	1	1	1	0	0	1.0
3335	ariadne-codegen	tp	1342325	8	8	4	4	0	0.5
3336	latex2sympy2-extended	notp	1342075	2	2	1	1	0	0.5
3337	mypy-boto3-acm-pca	notp	1341195	1	1	1	0	0	1.0
3338	mypy-boto3-rds-data	notp	1341013	1	1	1	0	0	1.0
3339	scmrepo	tp	1340664	10	10	3	7	0	0.3
3340	setuptools-download	notp	1339340						
3341	mypy-boto3-ds	notp	1339211	1	1	1	0	0	1.0
3342	mypy-boto3-greengrassv2	notp	1338643	1	1	1	0	0	1.0
3343	torch-audiomentations	notp	1338557	4	4	0	4	0	0.0
3344	mypy-boto3-workmailmessageflow	notp	1338395	1	1	1	0	0	1.0
3345	mypy-boto3-mgh	notp	1337293	1	1	1	0	0	1.0
3346	avalara	notp	1337142	1	1	1	0	0	1.0
3347	mypy-boto3-ssm-incidents	notp	1337007	1	1	1	0	0	1.0
3348	mypy-boto3-codepipeline	notp	1336924	1	1	1	0	0	1.0
3349	ibm-watsonx-ai	notp	1336409	10	10	5	5	0	0.5
3350	mypy-boto3-dynamodbstreams	notp	1336345	1	1	1	0	0	1.0
3351	mypy-boto3-cleanrooms	notp	1336215	1	1	1	0	0	1.0
3352	mypy-boto3-devicefarm	notp	1335979	1	1	1	0	0	1.0
3353	alibabacloud-endpoint-util	notp	1335846						
3354	mypy-boto3-waf	notp	1335662	1	1	1	0	0	1.0
3355	mypy-boto3-workdocs	notp	1335563	1	1	1	0	0	1.0
3356	mypy-boto3-ec2-instance-connect	notp	1335404	1	1	1	0	0	1.0
3357	isal	notp	1333798						
3358	mypy-boto3-billingconductor	notp	1333781	1	1	1	0	0	1.0
3359	mypy-boto3-wafv2	notp	1333224	1	1	1	0	0	1.0
3360	mypy-boto3-waf-regional	notp	1333175	1	1	1	0	0	1.0
3361	mypy-boto3-appsync	notp	1333004	1	1	1	0	0	1.0
3362	mypy-boto3-autoscaling-plans	notp	1332996	1	1	1	0	0	1.0
3363	mypy-boto3-cloudsearch	notp	1332988	1	1	1	0	0	1.0
3364	mypy-boto3-mediatailor	notp	1332963	1	1	1	0	0	1.0
3365	jieba	notp	1332919						
3366	mypy-boto3-chime	notp	1332879	1	1	1	0	0	1.0
3367	scantree	tp	1332674	2	2	2	0	0	1.0
3368	mypy-boto3-amplifybackend	notp	1331964	1	1	1	0	0	1.0
3369	mypy-boto3-fsx	notp	1331223	1	1	1	0	0	1.0
3370	sagemaker-train	notp	1331212	10	10	2	8	0	0.2
3371	mypy-boto3-cognito-sync	notp	1330872	1	1	1	0	0	1.0
3372	mypy-boto3-sagemaker-a2i-runtime	notp	1330562	1	1	1	0	0	1.0
3373	primepy	notp	1330519						
3374	mypy-boto3-codestar-notifications	notp	1330202	1	1	1	0	0	1.0
3375	mypy-boto3-serverlessrepo	notp	1330130	1	1	1	0	0	1.0
3376	dirhash	tp	1330038	1	1	1	0	0	1.0
3377	mypy-boto3-codeguruprofiler	notp	1329918	1	1	1	0	0	1.0
3378	mypy-boto3-discovery	notp	1329861	1	1	1	0	0	1.0
3379	mypy-boto3-cloudsearchdomain	notp	1329817	1	1	1	0	0	1.0
3380	cmd2	notp	1329764	7	7	2	5	0	0.2857142857142857
3381	mypy-boto3-account	notp	1329688	1	1	1	0	0	1.0
3382	mypy-boto3-codeguru-reviewer	notp	1329575	1	1	1	0	0	1.0
3383	mypy-boto3-servicecatalog	notp	1329462	1	1	1	0	0	1.0
3384	mypy-boto3-forecast	notp	1329412	1	1	1	0	0	1.0
3385	mypy-boto3-pinpoint	notp	1329365	1	1	1	0	0	1.0
3386	cvss	notp	1329136						
3387	mypy-boto3-glacier	notp	1328930	1	1	1	0	0	1.0
3388	sagemaker-mlops	notp	1328863	5	5	0	5	0	0.0
3389	mypy-boto3-cloudhsm	notp	1328829	1	1	1	0	0	1.0
3390	mypy-boto3-cloudcontrol	notp	1328336	1	1	1	0	0	1.0
3391	types-gevent	notp	1328223	2	2	0	2	0	0.0
3392	mypy-boto3-datapipeline	notp	1328032	1	1	1	0	0	1.0
3393	mypy-boto3-iotsecuretunneling	notp	1327602	1	1	1	0	0	1.0
3394	hypothesis-jsonschema	notp	1327367	2	2	1	1	0	0.5
3395	validate-email	notp	1327046						
3396	mypy-boto3-applicationcostprofiler	notp	1326881	1	1	1	0	0	1.0
3397	mypy-boto3-greengrass	notp	1326809	1	1	1	0	0	1.0
3398	azure-mgmt-commerce	notp	1326786						
3399	mypy-boto3-inspector	notp	1326742	1	1	1	0	0	1.0
3400	mypy-boto3-accessanalyzer	notp	1326716	1	1	1	0	0	1.0
3401	mypy-boto3-docdb	notp	1326697	1	1	1	0	0	1.0
3402	mypy-boto3-migrationhubstrategy	notp	1326553	1	1	1	0	0	1.0
3403	mypy-boto3-health	notp	1326501	1	1	1	0	0	1.0
3404	mypy-boto3-iotthingsgraph	notp	1326495	1	1	1	0	0	1.0
3405	mypy-boto3-wisdom	notp	1326327	1	1	1	0	0	1.0
3406	mypy-boto3-pinpoint-email	notp	1326317	1	1	1	0	0	1.0
3407	django-taggit	notp	1326278	1	1	0	1	0	0.0
3408	opencc-python-reimplemented	notp	1326068						
3409	mypy-boto3-rekognition	notp	1326058	1	1	1	0	0	1.0
3410	mypy-boto3-dsql	notp	1325968	1	1	1	0	0	1.0
3411	mypy-boto3-iot-jobs-data	notp	1325911	1	1	1	0	0	1.0
3412	mypy-boto3-meteringmarketplace	notp	1325855	1	1	1	0	0	1.0
3413	mypy-boto3-codecommit	notp	1325700	1	1	1	0	0	1.0
3414	mypy-boto3-mediastore-data	notp	1325646	1	1	1	0	0	1.0
3415	mypy-boto3-synthetics	notp	1325594	1	1	1	0	0	1.0
3416	mypy-boto3-voice-id	notp	1325575	1	1	1	0	0	1.0
3417	mypy-boto3-frauddetector	notp	1325525	1	1	1	0	0	1.0
3418	mypy-boto3-iotevents-data	notp	1325426	1	1	1	0	0	1.0
3419	mypy-boto3-lex-runtime	notp	1325420	1	1	1	0	0	1.0
3420	pynput	notp	1325342	6	6	0	6	0	0.0
3421	mypy-boto3-forecastquery	notp	1325233	1	1	1	0	0	1.0
3422	mypy-boto3-machinelearning	notp	1325074	1	1	1	0	0	1.0
3423	colorcet	notp	1324869						
3424	mypy-boto3-kinesis-video-signaling	notp	1324799	1	1	1	0	0	1.0
3425	mypy-boto3-ssm-contacts	notp	1324764	1	1	1	0	0	1.0
3426	mypy-boto3-migrationhub-config	notp	1324718	1	1	1	0	0	1.0
3427	mypy-boto3-mediapackage-vod	notp	1324598	1	1	1	0	0	1.0
3428	mypy-boto3-devops-guru	notp	1324541	1	1	1	0	0	1.0
3429	mini-swe-agent	notp	1324500	14	14	8	6	0	0.5714285714285714
3430	mypy-boto3-amplifyuibuilder	notp	1324272	1	1	1	0	0	1.0
3431	mypy-boto3-mturk	notp	1324195	1	1	1	0	0	1.0
3432	mypy-boto3-kinesisanalytics	notp	1324033	1	1	1	0	0	1.0
3433	mypy-boto3-databrew	notp	1324005	1	1	1	0	0	1.0
3434	mypy-boto3-mediastore	notp	1324000	1	1	1	0	0	1.0
3435	mypy-boto3-marketplacecommerceanalytics	notp	1323880	1	1	1	0	0	1.0
3436	mypy-boto3-appfabric	notp	1323827	1	1	1	0	0	1.0
3437	mypy-boto3-kinesis-video-media	notp	1323744	1	1	1	0	0	1.0
3438	mypy-boto3-personalize-events	notp	1323667	1	1	1	0	0	1.0
3439	mypy-boto3-lex-models	notp	1323628	1	1	1	0	0	1.0
