rank	name
12528	scancode-toolkit
12537	picows
12543	django-modeltree
12546	python-roborock
12551	ansys-sphinx-theme
12556	python-debouncer
12560	underthesea-core
12562	dissect-hypervisor
12572	sphinxcontrib-typer
12575	anndata2ri
12576	python-msilib
12577	line-protocol-parser
12583	dask-kubernetes
12586	charmcraftcache
12592	pyromark
12602	container-inspector
12610	py-yt-search
12613	eval-protocol
12614	pytest-codecov
12615	presidio-image-redactor
12623	bids-validator
12636	spotdl
12643	fm-index
12662	momepy
12671	alluka
12684	pyedb
12687	run-mcp-servers-with-aws-lambda
12691	ciris-verify
12705	qhchina
12723	abqpy
12727	fast-edit-distance
12729	openfeature-provider-flagd
12730	giddy
12734	uv-secure
12735	bpy-helper
12739	coveo-functools
12742	roc-validator
12747	deluge-client
12751	moto-ext
12755	osm2geojson
12756	fastobo
12757	bolivar
12761	mypyllant
12767	zope-index
12777	herbie-data
12783	translation-finder
12784	crested
12789	coveo-systools
12797	streamlit-webrtc
12801	pyemvue
12813	simple-exr
12814	amazon-braket-schemas
12853	pgvecto-rs
12857	cdk-docker-image-deployment
12863	pymiele
12864	nitypes
12869	pelican
12874	dpgui
12878	chart-studio
12880	mkdocs-build-plantuml-plugin
12882	napari-plugin-manager
12883	refgenie
12886	recipe-scrapers
12891	django-valkey
12894	wllegal
12905	pytest-run-parallel
12906	nudenet
12910	skia-python
12916	tippecanoe
12926	testcontainers-redis
12930	fastdigest
12936	langchain-docling
12938	emoji-country-flag
12941	tower
12944	async-upnp-client
12949	pcodec
12968	vtracer
12971	langchain-exa
12975	mindroom
12982	cysystemd
12983	tskit
12988	ansys-tools-visualization-interface
12993	vws-auth-tools
12998	scikit-learn-stubs
13002	bencode2
13005	dissect-volume
13006	pyserial-asyncio-fast
13010	sphinxcontrib-images
13019	galaxy-release-util
13020	python-codon-tables
13023	paddle
13038	cdk-monitoring-constructs
13045	fuzzy-date
13050	pylibyear
13064	chellow
13069	pypcode
13070	resfo
13075	mcp-run-python
13077	oauthenticator
13093	submodlib-py
13101	rust-pgn-reader-python-binding
13104	openjd-sessions
13114	spsdk-pqc
13117	pyamg
13121	fastapi-keycloak
13130	yaozarrs
13134	antimeridian
13151	testcontainers-mysql
13154	home-assistant-frontend
13168	tensorzero
13174	sentry-auth-oidc
13181	surrealdb
13184	cdk-tweet-queue
13185	fastapi-injector
13188	discord-protos
13190	python-redux
13198	pytest-sphinx
13212	qiskit-ionq
13216	awslabs-cdk-mcp-server
13217	openskill
13219	django-treenode
13227	pyjoulescope-driver
13240	terminaltables3
13243	rigour
13247	wavelet-matrix
13249	fluids
13251	mdformat-front-matters
13254	total-perspective-vortex
13288	sift-stack-py
13304	mkdocs-minify-html-plugin
13346	vws-python
13377	onyx-devtools
13411	vws-test-fixtures
13427	qiskit-experiments
13478	mmdb-writer
13492	awslabs-cloudtrail-mcp-server
13499	cupy
13505	pyhelm3
13506	pymonocypher
13519	python-osc
13556	sqlframe
13563	xmlformatter
13564	pythermite
13576	extractous
13607	ozi
13616	opentrons
13622	solarfactors
13630	roffio
13637	cosmos-xenna
13660	browsergym
13665	megatron-energon
13667	vaex-core
13671	eeweather
13672	graphene-sqlalchemy-filter
13681	gstaichi
13685	flask-classful
13687	asciimatics
13688	wakepy
13689	pytest-jupyter
13691	polars-cloud
13693	certificates
13696	langchain-cli
13701	pkgconf
13705	aiotieba
13710	opentrons-shared-data
13713	cv2-enumerate-cameras
13719	awslabs-bedrock-kb-retrieval-mcp-server
13725	sigstore-protobuf-specs
13730	st-gsheets-connection
13735	cascadio
13740	binary-refinery
13753	orange-widget-base
13754	pyjsonpatch
13756	ssdp
13761	pytest-echo
13780	blockkit
13785	jijmodeling
13789	poetry-plugin-bundle
13801	ansys-edb-core
13812	elastic-opentelemetry
13820	custodian
13822	nautobot-bgp-models
13842	pymammotion
13850	rust-pyfunc
13857	ansys-api-edb
13858	flametree
13864	pyreqwest
13869	dnachisel
13875	eerepr
13878	cql2
13879	pyjls
13880	deadline-cloud-test-fixtures
13885	minfraud
13888	sdkit
13894	dbt-tests-adapter
13896	msprime
13904	foxglove-websocket
13906	hassil
13910	duckdb-extension-httpfs
13911	pulpcore-client
13913	pipecat-ai-small-webrtc-prebuilt
13919	pypistats
13921	flet-desktop-light
13928	coveo-itertools
13930	json-with-comments
13934	dbt-score
13936	aimodelshare
13937	chrome-version
13939	fastapi-decorators
13940	darwin-py
13941	pyrtcm
13946	devpi-plumber
13949	vws-web-tools
13968	rsconnect-python
13969	pydemumble
13973	pocket-tts
13983	rhoknp
13985	lambdalib
13993	kubernetes-typed
13994	basic-memory
13995	pyjpegls
14002	pycroscope
14014	proxyproviders
14019	pytest-ipywidgets
14027	emport
14028	requests-mock-flask
14030	ko-speech-tools
14038	aiohomekit
14040	xbbg
14043	djangocms-attributes-field
14047	fmf
14057	openmpi
14060	fast-plaid
14067	pytest-check-links
14069	google-cloud-dialogflow
14071	satkit
14077	scvi-tools
14087	unicode-rbnf
14089	comfy-3d-viewers
14090	dissect-ntfs
14095	useq-schema
14113	pydoe3
14118	fastjet
14121	pyexcel-webio
14122	browsergym-webarena
14135	browsergym-miniwob
14142	nsepython
14147	onvif-zeep-async
14153	gridstatus
14154	oauth-cli-kit
14156	data-to-xml
14157	lcpdelta
14159	pybamm
14162	aioairctrl
14175	pytest-item-dict
14189	profiles-rudderstack-bin
14191	dicomweb-client
14196	friendlywords
14198	uipath-dev
14199	grafeo
14201	bermuda
14210	langchain-voyageai
14214	django-extra-settings
14230	llama-stack
14232	jupyter-collaboration-ui
14236	dbt-meshify
14238	fakturace
14243	dbt-fusion-package-tools
14251	strands-agents-builder
14253	ert
14258	quil
14275	splines
14276	pytest-xml
14281	cdflib
14289	pyxcp
14290	django-private-storage
14295	orange3
14296	npx
14301	xrpl-py
14304	pyisbn
14309	jupyterlab-execute-time
14311	unitypy
14316	babeldoc
14322	unflatten
14328	joulescope
14336	synphot
14343	scispacy
14345	cjdk
14353	docstrfmt
14362	robotpy-wpiutil
14369	hai
14371	habanero
14372	sphinxawesome-theme
14389	qiskit-ibm-experiment
14396	google-cloud-api-keys
14406	mkdocs-shadcn
14409	sql-compare
14413	swiglpk
14415	munge
14416	browsergym-experiments
14418	pyvirtualcam
14419	py-rattler
14428	pymatreader
14431	pypcapkit
14433	wlhosted
14438	laituri
14439	robotpy-cppheaderparser
14441	bluesky
14447	jupyter-docprovider
14471	stravalib
14483	ai-parrot
14485	rebound
14486	litecli
14498	dbt-bouncer
14499	audeer
14514	meilisearch-python-sdk
14529	awslabs-ecs-mcp-server
14542	cmasher
14543	odc-loader
14545	tosa-adapter-model-explorer
14548	awslabs-well-architected-security-mcp-server
14550	pykka
14553	pontos
14564	pywbem
14572	duckduckgo-mcp-server
14573	reachy-mini
14576	dvc-gdrive
14580	dbt-mcp
14589	urllib3-lts
14591	siliconcompiler
14594	pyrotgfork
14597	qcs-sdk-python
14600	djangocms-text
14610	contrast-agent
14613	ptflops
14614	pronto
14615	chemicals
14622	magiccube
14637	aiopenapi3
14639	imbox
14641	pqcrypto
14649	patronus
14651	betamax
14652	rtslib-fb
14654	fieldz
14660	somacore
14664	simple-rdp
14678	mdformat-admon
14687	ocean-spark-airflow-provider
14691	lqp
14698	python-amazon-paapi
14699	bump
14702	pypgstac
14707	pytest-skip-markers
14713	typsht
14714	histomicstk
14724	hydraters
14733	gate-api
14744	keepa
14748	jobase
14759	event-model
14763	tosholi
14775	django-typomatic
14781	copium
14787	bbox-visualizer
14795	dbt-sl-sdk
14797	dissect-extfs
14801	maafw
14802	pymetasploit3
14812	graphql-core-promise
14816	howso-engine
14819	dissect-evidence
14820	audiofile
14825	pyuspto
14830	homeconnect-websocket
14836	google-cloud-contentwarehouse
14844	datrie
14849	auditwheel-emscripten
14871	drf-recaptcha
14876	fit-tool
14878	devpi-process
14881	jupyterlite-core
14883	acquire-zarr
14886	pypartmc
14887	gooddata-sdk
14888	hydra-optuna-sweeper
14896	browsergym-visualwebarena
14903	craft-store
14906	ptars
14910	gflanguages
14913	fortranformat
14920	gooddata-api-client
14924	matplotlib-stubs
14928	charm-refresh-build-version
14937	ckanapi
14957	llvm-demangle-fxti
14964	slurm-usage
14972	looptime
14976	sphinx-argparse-cli
14977	mng
14981	bids-validator-deno
14984	dissect-regf
14986	qtutils
14996	geojson-rewind
14997	retworkx
