rank	name
5519	cuda-core
5522	test-results-parser
5535	cartesia
5540	tensorly
5544	keplergl
5546	typeid-python
5550	pytest-regressions
5551	sphinxext-opengraph
5557	django-auth-ldap
5567	faiss-gpu-cu12
5574	apify-fingerprint-datapoints
5575	treq
5577	icechunk
5585	econml
5586	bleak-retry-connector
5591	google-cloud-common
5592	astrapy
5594	google-cloud-dialogflow-cx
5595	hvplot
5596	openai-guardrails
5598	inference-gpu
5601	metaflow
5604	prompty
5614	pyftdi
5615	mozilla-taskgraph
5617	pipecat-ai
5641	mkdocs-jupyter
5653	zope-hookable
5659	mplhep-data
5660	scikit-network
5668	pyasyncore
5672	stactools-met-office-deterministic
5674	flask-swagger-ui
5679	labelbox
5682	openexr
5683	filesplit
5685	hydra-colorlog
5694	google-ads-admanager
5709	dnfile
5713	robocorp-storage
5717	py-walk
5720	typesense
5726	ls-buildtools
5737	morefs
5742	inference-cli
5755	qiskit-aer
5757	langchain-qdrant
5791	pyproject-fmt
5798	google-cloud-appengine-admin
5800	python-redis-cache
5810	laces
5819	runez
5833	cmeel-boost
5836	google-cloud-filestore
5861	json-flatten
5863	faust-streaming
5868	sphinx-lint
5871	django-recaptcha
5876	simpleitk
5902	pact-python
5907	dissect-target
5930	google-cloud-webrisk
5934	numba-cuda
5936	red-discordbot
5938	google-cloud-bigquery-connection
5943	clvm-tools-rs
5947	nbqa
5949	django-log-request-id
5950	stream-zip
5952	ncclient
5978	fastapi-limiter
5981	django-select2
5999	clvm-rs
6004	rtest
6009	chronos-forecasting
6012	metpy
6031	mcp-server-git
6039	cdk-ecr-deployment
6043	ziglang
6053	periodictable
6057	hdf5plugin
6058	pytest-describe
6059	google-cloud-alloydb-connector
6064	toml-fmt-common
6069	langchain-milvus
6077	prefect-kubernetes
6082	aiomqtt
6111	airflow-provider-great-expectations
6116	pyvespa
6120	gmpy2
6124	s5cmd
6127	bunnet
6140	moyopy
6146	torchax
6153	window-ops
6154	onnxsim
6157	pre-commit-uv
6161	swapper
6168	webrtcvad-wheels
6169	html2image
6171	pytools
6176	crawlee
6187	calver
6189	cpplint
6190	autoray
6197	numbagg
6198	ci-info
6200	langserve
6201	tox-ansible
6202	throttler
6217	djangorestframework-gis
6221	asyncio-mqtt
6231	nfoursid
6249	langchain-litellm
6251	torch-fidelity
6253	uipath-langchain
6265	django-browser-reload
6279	torch-dftd
6283	gtfs-realtime-bindings
6298	pyexcelerate
6299	cmeel
6300	pybind11-global
6301	pyventus
6309	iterfzf
6317	zope-i18nmessageid
6326	drf-orjson-renderer
6335	async-substrate-interface
6347	mini-racer
6358	lapx
6377	requests-unixsocket2
6379	trame-client
6391	zmq
6392	ida-settings
6397	cclib
6406	trame-server
6407	trame
6410	nlopt
6412	acres
6418	python-miio
6419	flask-pydantic
6426	pyasynchat
6429	aiotools
6431	wslink
6434	pyautogen
6435	st-annotated-text
6436	directsearch
6443	testcontainers-core
6444	authentik-client
6445	rfc8785
6446	nequip
6449	chia-rs
6452	trame-vtk
6453	pytest-localserver
6457	onnxmltools
6460	cmeel-urdfdom
6467	mir-eval
6481	mkdocs-git-authors-plugin
6482	pylint-per-file-ignores
6483	datashader
6499	aqtinstall
6509	zope-proxy
6511	gdal
6515	prometheus-async
6518	data2objects
6525	janaf
6530	torchrl-nightly
6535	flet
6537	starlette-compress
6539	nequip-allegro
6541	neo4j-graphrag
6543	madoka
6546	bluezoo
6560	simplepyble
6568	pytest-md-report
6571	onnxoptimizer
6573	kernels
6583	yake
6585	google-cloud-certificate-manager
6587	html-to-markdown
6589	vt-py
6596	clevercsv
6599	uharfbuzz
6600	pygam
6612	siphash24
6613	simple-repository
6618	simple-repository-server
6621	graphtty
6622	sqlalchemy-singlestoredb
6623	peakrdl-ipxact
6630	fnvhash
6638	trame-common
6642	connect-python
6645	sphinxcontrib-confluencebuilder
6647	airflow-provider-fivetran-async
6651	python-markdown-math
6655	isolate-proto
6660	torchgeo
6665	aiohomematic
6668	escapism
6670	chiavdf
6671	isolate
6675	agate-sql
6677	qiskit-ibm-runtime
6681	dtw-python
6690	streamlit-faker
6695	hyperspy
6702	firebase-functions
6710	flox
6712	chiapos
6719	django-permissions-policy
6723	pathwaysutils
6725	pygraphviz
6729	mojimoji
6733	graphiti-core
6734	podman
6742	prefect-snowflake
6746	cmeel-assimp
6752	arro3-io
6754	agate-excel
6771	pymc3
6772	agate-dbf
6776	mne
6777	csvkit
6778	cogames
6780	databricks-bundles
6783	dbos
6786	aiodynamo
6788	pyproject-flake8
6794	webexteamssdk
6796	grafeas
6802	bittensor-drand
6803	cmeel-octomap
6808	btrees
6812	pysolr
6813	asyncua
6815	dbt-trino
6822	pypac
6823	langchain-elasticsearch
6826	django-classy-tags
6831	acryl-great-expectations
6836	rdt
6838	persistent
6840	cmeel-zlib
6841	cmeel-console-bridge
6842	kuzu
6844	cmeel-qhull
6848	rosettasciio
6849	rlbot
6860	chiabip158
6861	betterproto2
6865	fast-array-utils
6869	meltanolabs-target-snowflake
6871	mip
6873	securesystemslib
6879	aiohttp-client-cache
6889	rio-tiler
6893	hierarchicalforecast
6901	threaded
6911	ahocorasick-rs
6915	pyclibrary
6916	flake8-class-attributes-order
6919	trame-vuetify
6941	bt-decode
6952	githead
6956	flake8-annotations-complexity
6959	json-schema-to-pydantic
6963	asv-runner
6964	flake8-tidy-imports
6967	sphinx-last-updated-by-git
6968	usearch
6971	airflow-exporter
6983	captcha
6986	boruta
6990	robocorp-log
6991	dbldatagen
6995	webdav4
6996	pyangbind
7002	ecmwf-datastores-client
7008	garth
7018	cf-xarray
7020	truss-transfer
7029	baml-py
7031	dbl-discoverx
7034	faiss-gpu
7038	django-upgrade
7044	github-copilot-sdk
7057	htpy
7058	posix-ipc
7061	picobox
7068	ops
7075	linkchecker
7077	django-tailwind
7088	packaging-legacy
7093	interpret
7097	translate-toolkit
7100	langchain-unstructured
7102	django-bootstrap5
7106	pytest-cpp
7121	scipy-openblas32
7128	ipinfo
7135	structlog-gcp
7138	cdk8s
7139	async-interrupt
7140	rio-cogeo
7141	aioftp
7144	argilla
7145	delayed-assert
7147	pymobiledevice3
7148	spsdk
7153	robocorp-tasks
7156	fuzzyset2
7158	hyperscript
7169	python-snap7
7172	formencode
7175	voxel51-eta
7185	rtp
7198	countryinfo
7199	sybil
7208	robocorp
7209	binary
7210	waiter
7211	airtable-python-wrapper
7217	robocorp-workitems
7225	sigstore
7227	ailment
7228	linkup-sdk
7244	python-mecab-ko
7258	requests-gssapi
7266	redlines
7273	flake8-commas
7288	google-cloud-datacatalog-lineage
7300	google-cloud-service-usage
7304	procrastinate
7311	linkml
7313	prefect-slack
7321	bgutil-ytdlp-pot-provider
7323	pygeoif
7331	technical
7337	tuf
7339	ansible-pylibssh
7341	django-haystack
7342	jupyter-book
7351	django-datadog-logger
7352	kanboard
7357	secweb
7362	ft-pandas-ta
7365	ws4py
7366	dishka
7368	crosshair-tool
7371	bluetooth-adapters
7374	fast-simplification
7378	spacy-transformers
7381	sparklines
7386	nbdime
7387	pyink
7389	sliceline
7391	pykcs11
7392	home-assistant-bluetooth
7406	pyperf
7411	falkordb
7412	compiledb
7416	aiologic
7427	django-bootstrap4
7428	fhirclient
7435	mwaa-dr
7441	spectree
7443	llama-stack-client
7451	mcp-server-time
7454	bluetooth-data-tools
7455	blacken-docs
7459	simplification
7477	zensical
7480	xonsh
7491	django-bootstrap3
7507	htbuilder
7510	langchain-azure-ai
7514	scikit-survival
7525	pyxero
7537	langchain-neo4j
7540	awslabs-s3-tables-mcp-server
7542	jsonschema-pydantic-converter
7550	wiremock
7552	google-cloud-securitycenter
7555	pyowm
7566	awslabs-dynamodb-mcp-server
7577	solc-select
7584	abi3audit
7600	complexipy
7611	fastecdsa
7616	laszip
7619	pytest-console-scripts
7620	superqt
7635	flet-web
7636	advanced-alchemy
7641	pynmeagps
7645	dvc-gs
7647	requests-credssp
7648	clang-tidy
7650	rocketchat-api
7662	piper-tts
7663	configspace
7664	mbridge
7672	hcloud
7676	blurhash
7677	sigstore-rekor-types
7678	prefect-email
7682	wmctrl
7684	linkml-runtime
7690	ulid-transform
7691	pickley
7717	copulas
7720	freud-analysis
7721	install-playwright
7724	tfparse
7727	shinychat
7730	prefect-ray
7732	pydriller
7739	ansys-tools-common
7744	ipylab
7745	axe-selenium-python
7753	flask-security-too
7756	rfc3161-client
7760	zxing-cpp
7761	html-for-docx
7762	imperfect
7767	cupy-cuda13x
7779	asynciolimiter
7786	datetimerange
7789	quantulum3
7791	airflow-clickhouse-plugin
7792	jsonobject
7798	django-admin-interface
7801	hyperbrowser
7813	rowan
7819	sphinx-multiversion
7821	i18nice
7823	snakemake-interface-storage-plugins
7824	radish-bdd
7829	peakrdl-regblock
7830	fastkml
7838	pgmpy
7841	ubiquerg
7844	cwl-utils
7849	pandapower
7851	parsnip-cif
7855	simplejpeg
7865	libpass
7874	apiflask
7876	polars-u64-idx
7877	hatch-nodejs-version
7887	pykalman
7894	django-dbbackup
7899	tag-expressions
7900	wandb-workspaces
7903	datadog-checks-base
7906	eml-parser
7931	sphinx-substitution-extensions
7932	libpysal
7936	peakrdl-cheader
7940	google-cloud-bigquery-reservation
7941	peakrdl
7946	sqlite-anyio
7949	foxglove-sdk
7953	jams
7957	bittensor-cli
7960	metadata-please
7961	cocotb
7964	hass-nabucasa
7966	crochet
7968	reflex
7976	pytest-twisted
7978	bentoml
7981	pytorch-forecasting
7984	sphinx-intl
7991	django-watchfiles
7992	streamlit-javascript
7999	scikit-rf
8012	pytest-xvfb
8023	manifestoo-core
8025	dbt
8030	epitran
8041	vectorbt
8051	compel
8056	pygame-ce
8060	google-geo-type
8070	pycrdt-websocket
8072	mnn
8076	aiohttp-middlewares
8078	langchain-astradb
8081	aiooui
8084	llm
8086	accesscontrol
8088	pamela
8094	pylzss
8101	rounders
8102	find-exe
8104	msgspec-click
8106	dep-sync
8108	profiles-rudderstack
8115	cx-freeze
8116	usb-devices
8117	fairchem-core
8118	fastapi-cors
8125	jupyterhub
8126	mcap-ros2-support
8140	pytun-pmd3
8142	epiweeks
8145	hyperscan
8148	bfcl-eval
8151	py4vasp
8153	color-operations
8160	colabfit-kit
8168	peakrdl-html
8169	unstructured-ingest
8171	libuuu
8179	sparse-dot-topn
8185	chialisp
8191	spacy-alignments
8192	zep-python
8193	yamlloader
8194	git-me-the-url
8196	nodejs-wheel
8199	pyimg4
8204	uart-devices
8209	python-pkcs11
8217	filecheck
8219	pandas-profiling
8230	iso-week-date
8238	paradime-io
8240	django-apscheduler
8245	zappa
8247	mkdocs-awesome-nav
8248	pilgram
8251	pwntools
8252	pyrofork
8258	auto-click-auto
8264	peakrdl-uvm
8267	comment-parser
8269	bluetooth-auto-recovery
8273	fiftyone-brain
8288	hdrhistogram
8289	codeflash
8290	acquisition
8297	neuralforecast
8303	loki-logger-handler
8305	domaintools-api
8307	async-cache
8308	zodbpickle
8331	certipy
8333	sigstore-models
8340	skia-pathops
8351	flufl-i18n
8357	pylibjpeg-libjpeg
8363	mcpadapt
8370	pypsexec
8380	httpxthrottlecache
8382	rawpy
8389	python-toon
8394	unicode-segmentation-rs
8395	veracode-api-py
8401	onnx-weekly
8404	fnv-hash-fast
8406	mendeleev
8407	snitun
8409	skippy-cov
8415	mdformat-footnote
8417	vyper
8418	nicknames
8421	normality
8428	stop-words
8430	flask-pymongo
8431	django-maintenance-mode
8439	condense-json
8448	dawg2-python
8459	yacman
8468	windows-curses
8474	cuga
8475	dda
8482	pyseto
8483	fiftyone
8484	prefect-gitlab
8485	olot
8498	httpbin
8499	python-kadmin-rs
8501	zope-security
8524	pyjwt-key-fetcher
8531	foxglove-schemas-protobuf
8546	jupyterlab-git
8552	hatch-jupyter-builder
8559	power-grid-model
8561	vale
8577	dataframely
8585	awslabs-billing-cost-management-mcp-server
8587	pyjanitor
8594	spin
8595	wxpython
8599	drf-jsonschema-serializer
8606	langchain-sambanova
8610	cmeel-tinyxml2
8611	fastmcp-extensions
8615	langchain-graph-retriever
8616	mastodon-py
8617	pycrdt-store
8619	graph-retriever
8622	pysigma
8631	pyopencl
8632	pyts
8633	mkdocs-table-reader-plugin
8639	zyte-api
8647	django-mock-queries
8648	redis-om
8650	dynamicprompts
8661	hpp-fcl
8664	pymc-extras
8670	django-watchman
8672	cachetools-async
8673	cotyledon
8681	ytmusicapi
8682	aiohttp-fast-zlib
8686	pyvex
8698	pytest-reporter-html1
8700	prefect-client
8703	abi3info
8714	fiftyone-db
8717	apple-compress
8723	canvas
8724	k5test
8734	adaptive-cards-py
8735	pdm-build-locked
8743	mkdocs-swagger-ui-tag
8744	testcontainers-minio
8745	pylibjpeg-openjpeg
8751	django-concurrency
8753	krippendorff
8754	ultimate-sitemap-parser
8760	cloudsmith-cli
8764	vortex-data
8773	crytic-compile
8776	pyspelling
8778	migrate-to-uv
8790	mcp-proxy
8795	django-flags
8797	google-cloud-quotas
8798	pydocstringformatter
8800	sshuttle
8807	bioblend
8815	go-task-bin
8822	doccmd
8823	unyt
8828	fish-audio-sdk
8833	mycli
8834	sybil-extras
8845	openimageio
8849	clamav-client
8860	aiozoneinfo
8868	scim2-models
8871	acquire
8876	typst
8877	flake8-pyi
8884	jdk4py
8885	robocorp-browser
8914	peakrdl-systemrdl
8915	sphinx-issues
8921	apify
8922	google-cloud-recommender
8931	cleanlab-tlm
8935	tokamax
8936	glocaltokens
8940	aiohasupervisor
8946	flask-orjson
8947	globus-sdk
8948	django-sql-explorer
8954	coal
8956	py-radix
8957	awslabs-aws-pricing-mcp-server
8963	alt-profanity-check
8977	altcha
8980	flake8-picky-parentheses
8986	prodigyopt
8991	poetry-plugin-shell
8997	sphinxcontrib-apidoc
8999	click-compose
9004	daiquiri
9008	fireblocks
9011	pypresence
9016	rectangle-packer
9024	fastapi-slim
9029	pylibmagic
9034	django-rich
9039	pydantic-to-pyarrow
9054	delvewheel
9059	extensionclass
9061	libigl
9063	codecarbon
9064	busypie
9065	sumy
9069	pylibjpeg
9076	pytest-bazel
9077	hopsworks-aiomysql
9078	pyconify
9083	agentlightning
9087	pydantic-compat
9088	prefect-dask
9099	awslabs-aws-diagram-mcp-server
9100	inference-sdk
9115	lbox-clients
9122	langgraph-checkpoint-aws
9125	qiskit-connector
9129	symusic
9130	googlenewsdecoder
9150	sdmetrics
9153	doppler-sdk
9157	napari-svg
9168	mink
9173	awslabs-aws-dataprocessing-mcp-server
9176	inspect-scout
9177	leval
9178	tabpfn
9183	attmap
9193	pynng
9203	spiceypy
9207	google-cloud-retail
9211	mgrs
9221	mdtraj
9226	sigfig
9229	probablepeople
9230	webrtc-models
9236	google-cloud-parametermanager
9240	fixit
9243	coqui-tts
9249	haliax
9256	jigsawstack
9261	ghome-foyer-api
9269	mkdocs-rss-plugin
9270	mitreattack-python
9274	pydoctor
9306	twisted-iocpsupport
9310	pydantic-partial
9317	mypy-strict-kwargs
9323	google-cloud-monitoring-dashboards
9329	bridgecrew
9332	spnl
9335	whool
9352	torchprofile
9359	cuid2
9360	refgenconf
9362	fingerprints
9364	opensearch-logger
9368	awslabs-aws-healthomics-mcp-server
9370	md2pdf
9376	govuk-bank-holidays
9378	persistence
9383	ctgan
9385	prowler
9388	sdv
9403	cysignals
9414	google-cloud-bigquery-datapolicies
9419	phantom-types
9426	toolbox-core
9434	svix-ksuid
9436	awslabs-redshift-mcp-server
9437	nidaqmx
9439	anta
9478	scout-apm
9481	agent-lifecycle-toolkit
9483	weblate-fonts
9485	g4f
9486	msgspec-m
9494	osquery
9497	esphome
9502	bidsschematools
9516	magicgui
9521	openslide-python
9526	kantoku
9531	mcp-clickhouse
9532	wapi-python
9537	flake8-requirements
9539	django-cryptography-django5
9541	gladiaio-sdk
9543	craft-parts
9546	scim2-server
9547	materialyoucolor
9557	pydantic-monty
9558	flet-desktop
9559	dissect-cstruct
9567	pytailwindcss
9568	rh-model-signing
9569	gxformat2
9570	clvm
9574	dissect-util
9575	dlt-meta
9588	python-docs-theme
9593	disjoint-set
9602	pr-commenter
9604	django-filer
9607	tlparse
9610	mcpforunityserver
9611	tabmat
9616	ua-generator
9619	weblate-schemas
9622	streamlink
9633	slither-analyzer
9634	zope-container
9637	nptdms
9638	rasa-sdk
9646	ipyparallel
9654	stats-can
9660	django-subatomic
9663	django-pgviews-redux
9685	pypdfform
9690	pytket
9694	gdsfactoryplus
9706	axioms-fastapi
9707	google-cloud-redis-cluster
9714	mapie
9726	powerbot-client
9730	logomaker
9735	awslabs-cloudwatch-appsignals-mcp-server
9736	uipath-mcp
9742	lmcache
9744	clvm-tools
9759	esbonio
9764	chacha20poly1305-reuseable
9765	qbittorrent-api
9775	sae-lens
9785	cocotb-bus
9796	google-maps-routeoptimization
9801	pyconfigurator
9802	deepecho
9808	app-model
9811	peppy
9812	pantab
9821	pyap2
9844	metar
9861	wagtail-modeladmin
9867	pephubclient
9876	esp-bool-parser
9879	metricflow
9882	rtfunicode
9886	gersemi
9893	glum
9895	setuptools-odoo
9900	napari
9904	cypher-validator
9911	mcstatus
9912	langchain-redis
9914	graspologic
9915	google-cloud-notebooks
9916	pyavd-utils
9920	django-fsm-2
9921	humanreadable
9924	stestr
9925	jeedomdaemon
9930	dask-jobqueue
9935	tabpfn-common-utils
9937	mdformat-mkdocs
9941	django-otp-webauthn
9945	softlayer
9947	pyrevm
9953	google-apps-meet
9956	crispy-tailwind
9962	markdown-callouts
9965	dbt-metricflow
9969	annotatedyaml
9974	zep-cloud
9988	ete3
9993	pynautobot
9999	eido
10000	jupyterlab-code-formatter
10001	catboost-dev
10005	flask-pydantic-spec
10007	yte
10010	uipath-llamaindex
10017	ansible-pygments
10021	arcgis2geojson
10023	aiohttp-asyncmdnsresolver
10028	dvc-azure
10032	langextract
10038	auto-py-to-exe
10051	pytest-print
10054	domain2idna
10055	pymeshfix
10057	kfp-kubernetes
10058	comfy-env
10062	in-n-out
10065	hsms
10066	grafana-foundation-sdk
10068	sphinxcontrib-katex
10073	simplesat
10083	qcodes
10091	libpinocchio
10092	google-i18n-address
10093	mkdocs-print-site-plugin
10096	esp-idf-monitor
10106	pynetdicom
10110	coloraide
10113	chia-puzzles-py
10114	numbers-parser
10121	ansible-navigator
10128	cycode
10134	learnosity-sdk
10140	pact-python-ffi
10147	pytest-cmake
10159	dowhy
10163	nixtla
10165	xxtea
10170	awslabs-eks-mcp-server
10172	pgqueuer
10173	requests-sse
10175	pyfunceble-process-manager
10184	matplotlib-fontja
10186	aws-durable-execution-sdk-python
10192	pyodbc-mi
10194	sentence-stream
10199	fastled
10202	pytestarch
10208	inference
10219	gwpy
10224	mcp-proxy-for-aws
10234	django-cms
10239	mkdocs-git-committers-plugin-2
10245	voila
10255	python-flirt
10256	optuna-dashboard
10277	pytest-golden
10285	arviz-stats
10291	squawk-cli
10295	prince
10296	github-heatmap
10299	django-pg-migration-tools
10300	pyslang
10302	quart-schema
10303	jupyter-archive
10309	openmock
10315	aes-pkcs5
10316	jubilant
10318	glances
10319	conda-pack
10323	awslabs-cloudwatch-mcp-server
10324	hightime
10325	alita-sdk
10329	python-constraint
10331	cmweather
10333	discord-py-self
10340	scan-build
10343	excel-mcp-server
10344	ob-metaflow-stubs
10347	ipytest
10352	sortedcontainers-stubs
10355	featuretools
10356	tmuxp
10368	commoncode
10372	distinctipy
10373	langchain-databricks
10379	ligotimegps
10391	awslabs-cost-explorer-mcp-server
10392	bigquery-magics
10396	mapply
10397	rfdetr
10413	polars-runtime-64
10415	certbot-dns-azure
10429	nutpie
10435	libcoal
10454	convertapi
10464	shibuya
10473	bump-pydantic
10486	segyio
10493	hydra-zen
10496	dask-ml
10498	dune-client
10503	viv-utils
10504	deepsearch-glm
10512	mergify-cli
10522	google-maps-addressvalidation
10527	ntgcalls
10528	faker-crypto
10540	pyzotero
10541	amazon-braket-sdk
10554	kubernetes-validate
10556	pymc-marketing
10563	google-cloud-video-transcoder
10564	array-api-strict
10573	cornice
10580	pymongoarrow
10583	identity
10593	polars-ols
10610	repomix
10617	quimb
10618	huawei-solar
10624	testinfra
10625	pypolyline
10628	distrax
10630	datasetsforecast
10634	siphon
10637	slh-dsa
10640	manim
10648	arro3-compute
10659	engineering-notation
10663	workspace-mcp
10664	sf-hamilton
10670	pipecat-ai-flows
10671	metaflow-stubs
10685	kubeflow
10691	allure-pytest-default-results
10693	google-cloud-service-control
10694	pyoxigraph
10695	langgraph-swarm
10696	mediafile
10697	opendal
10698	arelle-release
10709	google-maps-places
10710	gpt-oss
10718	fastnanoid
10721	devcycle-python-server-sdk
10730	mkdocs-api-autonav
10731	aiomoto
10733	pyportfolioopt
10736	manimpango
10737	paddle-python-sdk
10756	valohai-utils
10766	pipestat
10767	qiskit-terra
10769	cmap
10791	collectfasta
10793	flexmock
10807	proto-schema-parser
10810	sdmx1
10811	piper
10814	django-enum
10826	yahooquery
10831	pyvcd
10832	dycw-utilities
10842	cbitstruct
10843	mudata
10846	polyscope
10848	broadbean
10849	pytest-spec
10864	markdown-to-json
10873	ignore-python
10878	google-tunix
10881	clang-tool-chain
10884	tlds
10889	pyulog
10890	anycrc
10891	placo
10893	cerbos
10894	heavyball
10896	hatch-protobuf
10898	socketdev
10899	intersphinx-registry
10902	islpy
10918	pytest-testrail
10920	volkswagencarnet
10921	filestack-python
10924	google-cloud-iap
10928	py-ocsf-models
10933	ftd2xx
10940	qiskit-qasm3-import
10944	cxxheaderparser
10961	gridtools-cpp
10967	ansible-creator
10973	baseten-performance-client
10974	wrapper-tls-requests
10983	better-optimize
10993	icalendar-searcher
10995	esphome-dashboard
10997	pyvisa-sim
11000	xsdata-pydantic
11004	logmuse
11012	unittest-parametrize
11014	cmocean
11023	monarchmoney
11027	xtgeo
11032	pysentry-rs
11045	beautysh
11048	dyntastic
11051	python-ffmpeg
11053	pyperformance
11064	ast-decompiler
11082	flask-alembic
11086	pyqwest
11089	pyxdameraulevenshtein
11091	pip-upgrader
11094	coqui-tts-trainer
11096	ordered-enum
11104	librouteros
11110	outerbounds
11111	py-iam-expand
11113	minisbd
11114	ob-metaflow-extensions
11122	arrow-odbc
11136	hdx-python-utilities
11141	siphashc
11143	marvin
11164	kedro-mlflow
11178	cupy-cuda11x
11180	nocasedict
11188	openbabel-wheel
11191	fuzzyfinder
11192	fedora-messaging
11194	pycolmap
11201	django-fsm-log
11204	pingparsing
11205	sax
11222	dbt-metabase
11243	asyncgui
11253	sphinxext-rediraffe
11260	langchain-cerebras
11262	uplink
11267	pytest-container
11272	jupyter-sphinx
11280	pytest-xdist-worker-stats
11283	executorch
11303	tiledb
11323	excel-formulas-calculator
11325	biip
11326	streamlit-pdf
11329	tox-gh
11333	lightrag-hku
11338	pytest-loop
11343	onnx-simplifier
11345	pyopenjtalk
11346	lerobot
11350	wn
11362	poml
11363	bittensor
11368	arcade-mcp-server
11379	foxglove-client
11383	flare-capa
11385	isocodes
11390	unidep
11392	uipath-platform
11393	pyexcel-ods3
11396	pysodium
11398	scrapinghub
11403	linode-cli
11405	scrapy-zyte-api
11406	kreuzberg
11433	conda-lock
11443	prosemirror
11451	ansible-dev-environment
11452	asynckivy
11454	ansible-sign
11455	patroni
11463	telegramify-markdown
11465	parfive
11480	pip-licenses-lib
11487	rusket
11488	environ-config
11510	ansible-dev-tools
11526	dolphin-memory-engine
11529	snowflake-connector-python-nightly
11538	apig-wsgi
11545	http-sf
11546	cvat-sdk
11549	wtforms-sqlalchemy
11558	cotengra
11567	monotonic-alignment-search
11572	mad-prefect
11574	pytest-rich
11575	toon-format
11578	betterproto2-compiler
11584	brokenaxes
11606	pygments-styles
11611	snakemake-interface-executor-plugins
11615	hepconvert
11616	pydantic-geojson
11618	zaproxy
11630	linode-api4
11632	coal-library
11633	colpali-engine
11640	django-clickhouse-backend
11641	river
11646	spsdk-pyocd
11647	metaflow-checkpoint
11650	djade
11655	maturin-import-hook
11658	mistral-vibe
11660	weblate-language-data
11663	pybids
11667	requests-hardened
11668	uxarray
11671	dask-glm
11673	convertbng
11678	flet-cli
11679	uv-sort
11684	fingerprint-pro-server-api-sdk
11691	httpdbg
11694	django-bootstrap-datepicker-plus
11696	beets
11697	intbitset
11698	tetgen
11699	shot-scraper
11704	brother-ql-inventree
11705	amalgam-lang
11708	cityseer
11711	linopy
11716	actions-python-core
11725	scipp
11732	streamlit-nightly
11733	feedgenerator
11734	fcmaes
11738	dex-retargeting
11741	scrapy-splash
11750	mkdocs-same-dir
11752	janitor-rs
11761	xclim
11769	openslide-bin
11779	databend-driver
11786	nautobot-floor-plan
11801	mkdocs-drawio
11807	myskoda
11809	pylast
11812	f5-tts
11814	projen
11815	odmantic
11817	coqpit-config
11822	cydifflib
11826	arcade-tdk
11832	inboard
11839	robosuite
11848	auth0-api-python
11849	cdp-sdk
11851	arcade-core
11853	socketsecurity
11856	ufo2ft
11863	blurb
11878	flask-security
11879	rensa
11893	asyncpraw
11897	asknews
11904	openjd-model
11905	kcidb-io
11906	lambdapdk
11911	sqlalchemy-solr
11916	datasette
11920	sunpy
11921	pyspark-extension
11928	pytest-reverse
11930	silx
11931	nested-diff
11932	python-cmr
11935	dictpath
11948	drf-excel
11949	pybigtools
11963	freeze-core
11973	comfy-cli
11977	typhoon-rainflow
11988	testgres
11995	esda
12002	cantera
12003	ott-jax
12006	qiskit-algorithms
12008	amazon-braket-default-simulator
12012	arcade-serve
12017	openfeature-provider-flagsmith
12020	pybammsolvers
12027	pulsar-galaxy-lib
12029	glyphslib
12036	awslabs-iam-mcp-server
12038	joblib-stubs
12044	proxsuite
12053	cylp
12056	python-didl-lite
12058	ob-project-utils
12062	django-click
12065	spsdk-mcu-link
12076	gitignorant
12078	snakemake-interface-logger-plugins
12083	webexpythonsdk
12088	sphn
12091	pyspiral
12094	sort-lines
12095	ops-scenario
12102	fastcluster
12108	rwslib
12110	aoe2rec-py
12111	django-typer
12112	miniupnpc
12113	seqlog
12120	pyscard
12128	pyobvector
12146	pyspark-nested-functions
12148	aws-arn
12150	conventional-pre-commit
12155	asyncprawcore
12157	deadline
12159	perpetual
12162	duckdb-extensions
12167	aeventkit
12175	jupyter-collaboration
12188	mecab-ko
12192	pyproject-dependencies
12198	galileo-core
12200	linode-metadata
12202	fastly
12205	earthaccess
12207	union
12208	pyaskalono
12217	prefab-cloud-python
12218	woodwork
12225	django-zeal
12232	pkginfo2
12235	gitingest
12237	gllm-inference-binary
12240	pymeasure
12248	pint-xarray
12258	cocoindex
12263	gotenberg-client
12265	langchain-together
12270	ophyd
12272	sqlalchemy-easy-softdelete
12274	cosmic-ray
12286	fabio
12297	sdk-reforge
12304	sprocket-rl-parser
12306	tiledbsoma
12310	eip712
12312	eliot
12318	bioutils
12321	torchio
12323	pyproject2conda
12327	ry
12332	gt4py
12333	python-evtx
12334	typer-cli
12335	polars-strsim
12342	asyncmy2
12344	pytest-unused-fixtures
12349	stellar-sdk
12351	bagit
12356	esphome-glyphsets
12358	paracelsus
12359	dool
12364	dockerflow
12365	jupyter-resource-usage
12368	ndcube
12373	autoclasstoc
12386	wagtail-localize
12404	instana
12405	pip-licenses-cli
12408	awslabs-aurora-dsql-mcp-server
12410	asgi-csrf
12411	pytest-mergify
12413	scrapling
12414	ibm-watson
12431	django-vies
12432	pyrfc
12434	somadata
12441	google-meridian
12446	dbt-autofix
12454	typecode
12463	django-perf-rec
12466	zenml
12471	langchain-weaviate
12477	awslabs-mysql-mcp-server
12479	instructure-dap-client
12483	xdrlib3
12484	pytorch-pretrained-bert
12485	flare-floss
12486	j2lint
12487	pysen-plugins
12491	dvc-ssh
12496	pytango
12509	pytest-httpbin
12511	aws-advanced-python-wrapper
12513	comfy-test
12516	django-admin-extra-buttons
12521	volue-insight-timeseries
12522	pyinstaller-versionfile
12524	invokeai
12525	python-immutable
